nus_code,name,level,education_level,field,n_styrk_linked,n_styrk_with_exposure,mean_exposure
8123,Forfatterutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
812399,"Forfatterutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8129,"Litteratur- og bibliotekutdanninger, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
812999,"Litteratur- og bibliotekutdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8133,Arkeologi,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8134,Kulturutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813401,"Dr.art.-utdanning, kulturfag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813402,"Ph.d.-program, dokumentasjonsvitenskap",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813403,"Ph.d.-program, kulturfag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813499,"Kulturutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8135,Filosofi og etikk,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813502,"Dr.philos.-utdanning, filosofiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813503,"Lic.philos.-utdanning, filosofiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813599,"Filosofi og etikk, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8139,"Historisk-filosofiske utdanninger, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813901,"Dr.art.-utdanning, historisk-filosofiske fag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813902,"Dr.philos.-utdanning, historisk-filosofiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813903,"Lic.philos.-utdanning, historisk-filosofiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813904,"Dr.philos.-utdanning, historisk-filosofiske fag, UTGÅTT KODE, SE 813902",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813905,"Ph.d.-program, historisk-filosofiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
813999,"Historisk-filosofisk utdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814,Religionsutdanninger,3,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8141,"Bibel-, misjonær- og menighetsarbeid",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814199,"Bibel-, misjonær- og menighetsarbeid, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8142,Kristendom og andre religionsutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814201,"Dr.art.-utdanning, religionsfag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814202,"Dr.philos.-utdanning, religionsfag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814204,"Lic.philos.-utdanning, religionsfag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814206,"Ph.d.-program, religionsfag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814299,"Kristendom og annen religionsutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8149,"Religionsutdanninger, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
814999,"Religionsutdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815,"Musikk, dans og drama",3,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8151,Sang- og musikkutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815101,"Dr.art.-utdanning, musikk. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815102,"Ph.d.-program, musikkvitenskap",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8152,Teater- og filmutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815201,"Dr.art.-utdanning, teatervitenskap . UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815202,"Dr.art.-utdanning, drama/teater. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815203,"Dr.art.-utdanning, filmvitenskap. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815299,"Teater- og filmutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8153,Danse- og ballettutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815399,"Danse- og ballettutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8159,"Musikk, dans og drama, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815901,"Dr.art.-utdanning, estetiske fag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815902,"Dr.philos.-utdanning, estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815903,"Lic.philos.-utdanning, estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815904,"Doktorgradsutdanning, estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815905,"Ph.d.-program, estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
815999,"Musikk, dans og drama, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816,Bildende kunst og kunsthåndverk,3,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8161,"Husflid, brukskunst og industridesign",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816199,"Husflid, brukskunst og industridesign, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8162,"Tre-, metall- og glasshåndverk",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816299,"Tre-, metall- og glasshåndverk, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8163,Fotofag,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816399,"Fotofag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8164,"Tegne-, grafikk-, maler- og skulptørutdanninger",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816499,"Tegne-, grafikk-, maler- og skulptørutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8165,Interiør- og dekoratørutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816599,"Interiør- og dekoratørutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8166,Konfeksjons- og tekstilkunstutdanninger,4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816699,"Konfeksjons- og tekstilkunstutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8169,"Bildende kunst og kunsthåndverk, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
816999,"Bildende kunst og kunsthåndverk, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819,"Humanistiske og estetiske fag, andre",3,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
8199,"Humanistiske og estetiske fag, andre",4,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819901,"Dr.art.-utdanning, humanistiske fag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819902,"Dr.art.-utdanning, humanistiske og estetiske fag. UTGÅTT KODE",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819903,"Dr.philos.-utdanning, humanistiske og estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819904,"Lic.philos.-utdanning, humanistiske og estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819905,"Dr.philos.-utdanning, utdanningsvitenskapelige fag, UTGÅTT KODE, SE 829901",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819906,"Dr.polit.-utdanning, utdanningsvitenskapelige fag, UTGÅTT KODE, SE 829902",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819907,"Ph.d.-program, humanistiske og estetiske fag",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819908,Stipendiatprogram for kunstnerisk utviklingsarbeid,5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819909,"Ph.d.-program, kunstnerisk utviklingsarbeid",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
819999,"Humanistiske og estetiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Humanistiske og estetiske fag,1,1,0.545639
82,Lærerutdanninger og utdanninger i pedagogikk,2,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
821,Førskole-/barnehagelærerutdanninger,3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8211,Førskole-/barnehagelærerutdanninger,4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
821199,"Førskole-/barnehagelærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8219,"Førskole-/barnehagelærerutdanninger, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
821999,"Førskole-/barnehagelærerutdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
822,Allmenn-/grunnskolelærerutdanninger,3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8221,Allmenn-/grunnskolelærerutdanninger,4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
822199,"Allmenn-/grunnskolelærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8229,"Allmenn-/grunnskolelærerutdanninger, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
822999,"Allmenn-/grunnskolelærerutdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823,Fag- og yrkesfaglærerutdanninger,3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8231,"Humaniora og estetikk, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823199,"Humaniora og estetikk, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8232,"Samfunnsfag og juridiske fag, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823299,"Samfunnsfag og juridiske fag, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8233,"Økonomi og administrasjon, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823399,"Økonomi og administrasjon, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8234,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823499,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8235,"Helse-, sosial- og idrettsfag, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823599,"Helse-, sosial- og idrettsfag, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8236,"Primærnæringer, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823699,"Primærnæringer, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8237,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanninger",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823799,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8238,Praktisk-pedagogiske utdanninger,4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823899,"Praktisk-pedagogisk utdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8239,"Fag- og yrkesfaglærerutdanninger, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
823999,"Fag- og yrkesfaglærerutdanning, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824,Utdanninger i pedagogikk,3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8241,Pedagogikk,4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824101,"Dr.philos.-utdanning, pedagogikk",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824102,"Dr.polit.-utdanning, pedagogikk. UTGÅTT KODE",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824103,"Lic.philos.-utdanning, pedagogikk",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824104,"Ph.d.-program, pedagogikk",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824199,"Pedagogikk, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8242,Spesialpedagogikk,4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8249,"Utdanninger i pedagogikk, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
824999,"Utdanning i pedagogikk, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
825,Videreutdanninger for lærere,3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8251,"Videreutdanninger for lærere, uspesifisert",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
825199,"Videreutdanning for lærere, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8259,"Videreutdanninger for lærere, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
825999,"Videreutdanning for lærere, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829,"Lærerutdanninger og utdanninger i pedagogikk, andre",3,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
8299,"Lærerutdanninger og utdanninger i pedagogikk, andre",4,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829901,"Dr.philos.-utdanning, utdanningsvitenskapelige fag",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829902,"Dr.polit.-utdanning, utdanningsvitenskapelige fag. UTGÅTT KODE",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829903,"Dr.scient.-utdanning, utdanningsvitenskapelige fag. UTGÅTT KODE",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829904,"Ph.d.-program, utdanningsvitenskapelige fag",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829905,"Ph.d.-program, profesjonsforskning med innretning mot lærerutdanning og skole",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
829999,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, forskerutdanning",5,Forskerutdanning,Lærerutdanninger og pedagogikk,1,1,0.545639
831,Statsvitenskapelige fag,3,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8311,Statsvitenskapelige fag,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831103,"Lic.philos.-utdanning, statsvitenskapelige fag",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831199,"Statsvitenskapelige fag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8319,"Statsvitenskapelige fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831901,"Dr.polit.-utdanning, samfunnsvitenskapelige fag. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831902,"Dr.philos.-utdanning, samfunnsvitenskapelige fag",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831903,"Lic.philos.-utdanning, samfunnsvitenskapelige fag",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831904,"Ph.d.-program, samfunnsvitenskapelige fag",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
831999,"Statsvitenskapelige fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
832,Sosiologiske fag,3,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8321,Sosiologiske fag,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
832199,"Sosiologiske fag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8329,"Sosiologiske fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
832999,"Sosiologiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8341,Samfunnsøkonomi,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
834101,"Dr.polit.-utdanning, samfunnsøkonomi. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
834102,"Ph.d.-program, samfunnsøkonomi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
834199,"Samfunnsøkonomi, uspesifisert, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835,Medie- og informasjonsfag,3,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8351,Media og kommunikasjon,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835101,"Dr.polit.-utdanning, media og massekommunikasjon. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835102,"Dr.polit.-utdanning, medievitenskap. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835103,"Dr.polit.-utdanning, media og pressefag. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835104,"Dr.polit.-utdanning, informasjonsvitenskap. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835105,"Ph.d.-program, medievitenskap",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835106,"Ph.d.-program, audiovisuelle medier",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835199,"Media og kommunikasjon, uspesifisert, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8352,Journalistikk,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835299,"Journalistikk, uspesifisert, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8359,"Medie- og informasjonsfag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835901,"Ph.d.-program, informasjonssystemer, samfunnsfaglig",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
835999,"Medie- og informasjonsfag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836,Psykologiske fag,3,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8361,Psykologi,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836101,"Dr.philos.-utdanning, psykologi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836102,"Dr.polit.-utdanning, psykologi. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836103,"Dr.psychol.-utdanning, psykologi. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836104,"Lic.philos.-utdanning, psykologi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836105,"Ph.d.-program, psykologi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836199,"Psykologi, uspesifisert, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8369,"Psykologiske fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
836999,"Psykologiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8372,Kriminologi,4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
837202,"Dr.philos.-utdanning, kriminologi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
837203,"Ph.d.-program, kriminologi",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
837299,"Kriminologi, uspesifisert, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8379,"Juridiske fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
837999,"Juridiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8389,"Sosialantropologiske fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
838999,"Sosialantropologiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839,"Samfunnsfag og juridiske fag, andre",3,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
8399,"Samfunnsfag og juridiske fag, andre",4,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839901,"Dr.art.-utdanning, samfunnsvitenskapelig fakultet. UTGÅTT KODE",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839902,"Ph.d.-program, samfunnsvitenskapelig fakultet",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839903,"Ph.d.-program, studier av profesjonspraksis",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839904,"Ph.d.-program, innovasjon i tjenesteyting – offentlig og privat",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
839999,"Samfunnsfag og juridiske fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Samfunnsfag og juridiske fag,1,1,0.545639
84,Økonomiske og administrative fag,2,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841,Økonomisk-administrative fag,3,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8411,Økonomisk-administrative fag,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841101,"Dr.oecon.-utdanning, bedriftsøkonomi. UTGÅTT KODE",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841102,"Ph.d.-program, bedriftsøkonomi",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841103,"Ph.d.-program, organisasjon og ledelse",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841104,"Dr.philos.-utdanning, økonomi og ledelse",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841105,"Ph.d.-program, økonomi og ledelse",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841199,"Økonomisk-administrative fag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8419,"Økonomisk-administrative fag, andre",4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
841999,"Økonomisk-administrative fag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
842,Handel og markedsføring,3,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8421,Handel,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
842199,"Handel, uspesifisert, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8422,Markedsføring,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
842201,"Ph.d.-program, markedsfag",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
842299,"Markedsføring, uspesifisert, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8429,"Handel og markedsføring, andre",4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
842999,"Handel og markedsføring, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
843,Kontorfag,3,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8431,Sekretærutdanninger,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
843199,"Sekretærutdanning, uspesifisert, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8432,Kontorfag,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
843299,"Kontorfag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8439,"Kontorfag, andre",4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
843999,"Kontorfag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
844,Hotell- og reiselivsfag,3,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8441,Reiselivsfag,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
844101,"Ph.d.-program, reiseliv",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
844199,"Reiselivsfag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8442,Hotell- og restaurantfag,4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
844299,"Hotell- og restaurantfag, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8449,"Hotell- og reiselivsfag, andre",4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
844999,"Hotell- og reiselivsfag, andre, uspesifiserte, forskerutdanning",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
849,"Økonomiske og administrative fag, andre",3,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
8499,"Økonomiske og administrative fag, andre",4,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
849901,"Dr.oecon.-utdanning, økonomisk-administrative fag. UTGÅTT KODE",5,Forskerutdanning,Økonomiske og administrative fag,1,1,0.545639
