styrk08,styrk08_name,eloundou_beta,eloundou_q,felten_aioe,felten_q,felten_aioe_lm,felten_lm_q,handa_overall,handa_overall_q,handa_automation,handa_automation_q,handa_augmentation,handa_augmentation_q,anthropic2026_job_exposure,anthropic2026_q,mouchel_grounded,mouchel_grounded_q,mouchel_calibrated,mouchel_calibrated_q,microsoft_applicability,microsoft_user,microsoft_action,microsoft_q,atlas_repr_ratio,relational,relational_q,ai_exposure_z,relational_z,exposure_relational_interaction,quadrant
2356,Andre IKT-lærere,0.552632,5.0,1.198409,5.0,1.322911,5.0,0.02680673,2.0,0.36871508,4.0,0.63128492,3.0,0.2793,5.0,0.677792,5.0,0.584875,5.0,0.241748,0.284906,0.19859,5.0,3.33,1.14532,5.0,1.135808546322066,1.2712328987428196,1.443877190757868,exposed_relational
2359,Andre lærere,0.370729,3.0,1.149629,5.0,1.341261,5.0,1.29149101,5.0,0.30099609,3.0,0.69900391,4.0,0.26295,5.0,0.287417,3.0,0.216369,3.0,0.29273,0.410471,0.174989,5.0,0.6517,1.416385,5.0,0.6830119053322032,1.5785447902729943,1.078164884856581,exposed_relational
2411,"Revisorer, regnskapsrådgivere",0.568333,5.0,1.426218,5.0,1.219239,5.0,0.14995337,4.0,0.26511552,3.0,0.73488448,4.0,0.1811,5.0,0.700461,5.0,0.699549,5.0,0.246761,0.330368,0.163154,5.0,3.33,-0.201189,3.0,1.294218310202051,-0.2553316807949439,-0.33045493645948176,exposed_transactional
2412,Finans- og investeringsrådgivere,0.498718,4.0,1.390682,5.0,1.334284,5.0,0.25353417,5.0,0.2579232,3.0,0.7420768,4.0,0.384325,5.0,0.662303,5.0,0.584296,5.0,0.307492,0.412631,0.202352,5.0,3.33,0.992639,5.0,1.1119295525125314,1.0981353505137286,1.221049148894922,exposed_relational
2413,Finansanalytikere,0.517664,5.0,1.417316,5.0,1.240985,5.0,0.09801747,4.0,0.18394741,2.0,0.48271926,2.0,0.20985,5.0,0.617386,5.0,0.568287,5.0,0.186868,0.262402,0.111333,4.0,3.33,-0.237562,3.0,1.1705925684132534,-0.2965684890535794,-0.34716086931166734,exposed_transactional
2421,Organisasjonsrådgivere mv.,0.466311,4.0,1.36486,5.0,1.314455,5.0,0.12271013,4.0,0.3879206,4.0,0.6120794,3.0,0.2003,5.0,0.626217,5.0,0.577585,5.0,0.257605,0.325222,0.189988,5.0,3.33,0.699336,4.0,1.022118880809658,0.7656117870825412,0.7825462629474892,exposed_relational
2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.56642,5.0,1.047687,5.0,0.92503,4.0,0.63637746,5.0,0.35486874,4.0,0.64513126,3.0,0.1846,5.0,0.680204,5.0,0.584746,5.0,0.20046,0.272423,0.128496,4.0,3.33,0.363752,4.0,1.0877217944777056,0.38515339589495845,0.41893974293204633,exposed_relational
2423,Personal- og karriererådgivere,0.488693,4.0,1.277449,5.0,1.386777,5.0,0.21139427,5.0,0.40588235,5.0,0.59411765,3.0,0.146625,4.0,0.563693,5.0,0.49552,5.0,0.190055,0.24464,0.13547,4.0,2.7458,0.942323,5.0,1.0279814091211537,1.0410910801939446,1.0702222756412352,exposed_relational
2424,Rådgivere innen kompetanseutvikling,0.552632,5.0,1.198409,5.0,1.322911,5.0,0.02680673,2.0,0.36871508,4.0,0.63128492,3.0,0.2793,5.0,0.677792,5.0,0.584875,5.0,0.241748,0.284906,0.19859,5.0,3.33,1.14532,5.0,1.135808546322066,1.2712328987428196,1.443877190757868,exposed_relational
2431,Reklame- og markedsføringsrådgivere,0.700863,5.0,1.207342,5.0,1.263195,5.0,0.97022912,5.0,0.40303511,5.0,0.59696489,3.0,0.44725,5.0,0.791306,5.0,0.770556,5.0,0.402041,0.49379,0.310291,5.0,5.154,-0.099966,3.0,1.4883420470023858,-0.14057311146154094,-0.2092208724661644,exposed_transactional
2432,Informasjonsrådgivere,0.590909,5.0,1.284927,5.0,1.517637,5.0,0.3995333,5.0,0.36468074,4.0,0.63531926,3.0,0.453,5.0,0.70541,5.0,0.635101,5.0,0.365285,0.407077,0.323493,5.0,6.978,1.556998,5.0,1.2717821620316658,1.7379606019924434,2.2103072919278053,exposed_relational
2433,Salgskonsulenter innen tekniske og medisinske produkter,0.517675,5.0,1.103697,5.0,1.105856,5.0,0.12484132,4.0,0.11808511,1.0,0.88191489,5.0,0.25005,5.0,0.486354,4.0,0.37811,4.0,0.241461,0.313045,0.169877,4.0,0.241,1.196331,5.0,1.0032511732216265,1.3290651046670288,1.3333861255451205,exposed_relational
2434,Salgskonsulenter innen IKT-produkter,0.515571,4.0,1.117603,5.0,1.079205,5.0,0.10804859,4.0,0.16157504,2.0,0.83842496,5.0,0.274167,5.0,0.54363,5.0,0.443471,5.0,0.259973,0.338842,0.181104,5.0,0.241,1.261885,5.0,1.0057360901227925,1.4033850048288683,1.4114349476935424,exposed_relational
2511,Systemanalytikere/-arkitekter,0.62602,5.0,1.17621,5.0,1.007026,5.0,1.37867232,5.0,0.199444,2.0,0.800556,5.0,0.30835,5.0,0.743625,5.0,0.742,5.0,0.240942,0.360326,0.121558,4.0,8.775,-0.180944,3.0,1.2961380812565593,-0.23237951344014562,-0.3011959366736432,exposed_transactional
2512,Programvareutviklere,0.872807,5.0,1.242115,5.0,1.023686,5.0,5.2910773,5.0,0.27050615,3.0,0.72949385,4.0,0.40375,5.0,0.742066,5.0,0.706489,5.0,0.302945,0.432262,0.173629,5.0,8.775,-0.818859,1.0,1.91029874219379,-0.9555966948743823,-1.8254751642630753,exposed_transactional
2513,Nett- og multimediautviklere,0.841346,5.0,1.089463,5.0,0.788787,4.0,4.49618749,5.0,0.33980446,4.0,0.66019554,4.0,0.3646,5.0,0.820611,5.0,0.788688,5.0,0.323576,0.459711,0.187442,5.0,8.775,-0.337826,3.0,1.7550228726377621,-0.41023982062490527,-0.7199802684635215,exposed_transactional
2514,Applikasjonsprogrammerere,0.95,5.0,1.271506,5.0,1.024722,5.0,7.5065014,5.0,0.26860058,3.0,0.73139942,4.0,0.7451,5.0,0.821561,5.0,0.84141,5.0,0.310032,0.465177,0.154887,5.0,8.775,-0.750205,2.0,2.107086957994184,-0.8777622618007187,-1.849521414059771,exposed_transactional
2519,Andre programvare- og applikasjonsutviklere,0.764845,5.0,1.232705,5.0,1.043586,5.0,7.13115579,5.0,0.22795605,3.0,0.77204395,5.0,0.41445,5.0,0.730206,5.0,0.68918,5.0,0.282782,0.386462,0.179101,5.0,7.686,-0.423315,2.0,1.6519862003214527,-0.5071604348503608,-0.8378220397218231,exposed_transactional
2521,Databasedesignere og -administratorer,0.923365,5.0,1.284863,5.0,0.995983,4.0,0.8980769,5.0,0.19412183,2.0,0.80587817,5.0,0.4551,5.0,0.690622,5.0,0.665107,5.0,0.304681,0.408661,0.200701,5.0,8.775,-0.585731,2.0,2.051726460976231,-0.691294750142873,-1.4183477312020847,exposed_transactional
2522,Systemadministratorer,0.72973,5.0,0.789532,4.0,0.474954,4.0,3.00389468,5.0,0.09139518,1.0,0.90860482,5.0,0.3373,5.0,0.562584,5.0,0.509591,5.0,0.252526,0.419107,0.085944,5.0,8.775,-0.485803,2.0,1.333097014698521,-0.5780043485903772,-0.7705358715885952,exposed_transactional
2523,Nettverksansvarlige,0.635223,5.0,0.580331,4.0,0.495418,4.0,0.26365089,5.0,0.21219282,2.0,0.78780718,5.0,0.1987,5.0,0.545448,5.0,0.523283,5.0,0.25197,0.383518,0.120422,5.0,8.775,-0.067039,3.0,0.9997301023607322,-0.1032431033365006,-0.10321523826663939,exposed_relational
2529,Sikkerhetsanalytikere mv.,0.70851,5.0,1.241426,5.0,1.044148,5.0,3.64440612,5.0,0.23095378,3.0,0.76904622,5.0,0.450175,5.0,0.685686,5.0,0.636845,5.0,0.252371,0.341968,0.162775,5.0,8.2305,-0.564909,2.0,1.5244721599362,-0.6676884261783579,-1.0178724172205234,exposed_transactional
2611,Jurister og advokater,0.425,4.0,1.328783,5.0,1.454044,5.0,0.11595709,4.0,0.1798419,2.0,0.8201581,5.0,0.1673,4.0,0.634897,5.0,0.557233,5.0,0.180255,0.243615,0.116895,4.0,1.15,1.475399,5.0,0.9059457174142757,1.6454501597111797,1.4906885254089792,exposed_relational
2612,Dommere,0.458333,4.0,1.435604,5.0,1.596706,5.0,0.11621386,4.0,0.36068059,4.0,0.63931941,3.0,0.30785,5.0,0.452426,4.0,0.398624,4.0,0.108407,0.168352,0.048463,2.0,1.15,0.76138,4.0,1.0411551459771964,0.8359523290119608,0.8703560691424254,exposed_relational
2619,Andre juridiske yrker,0.5,4.0,1.431593,5.0,1.647241,5.0,0.1120542,4.0,0.30641822,3.0,0.69358178,4.0,0.2426,5.0,0.495699,4.0,0.412813,4.0,0.111593,0.162131,0.061054,2.0,1.15,1.003091,5.0,1.1367699980753532,1.1099849950280456,1.2617976406617022,exposed_relational
2621,Arkivarer og kuratorer,0.5,4.0,0.706613,4.0,0.674377,4.0,0.5320777,5.0,0.41644092,5.0,0.58355908,3.0,0.27355,5.0,0.517083,5.0,0.475502,5.0,0.262018,0.419557,0.104479,5.0,0.481,0.086684,3.0,0.7498741964826401,0.07103578143908101,0.05326789952814731,exposed_relational
2622,Bibliotekarer og andre informasjonsarbeidere,0.535088,5.0,0.743955,4.0,0.624949,4.0,0.33467333,5.0,0.35113381,4.0,0.64886619,3.0,0.2032,5.0,0.484893,4.0,0.393805,4.0,0.254299,0.34114,0.167458,5.0,0.481,0.258876,4.0,0.8521226004304361,0.26625334632707404,0.22688049384553183,exposed_relational
2631,"Rådgivere/forskere, samfunnsøkonomi",0.552632,5.0,1.403764,5.0,1.330122,5.0,0.23427646,5.0,0.22951629,3.0,0.77048371,5.0,0.2418,5.0,0.833331,5.0,0.79446,5.0,0.327739,0.408184,0.247294,5.0,2.723,-0.488692,2.0,1.2453991382502179,-0.5812796665201382,-0.7239251957665541,exposed_transactional
2632,"Rådgivere/forskere, samfunnsvitenskap",0.492706,4.0,1.18133,5.0,1.283155,5.0,0.24533467,5.0,0.28811295,3.0,0.71188705,4.0,0.209433,5.0,0.472497,4.0,0.449426,5.0,0.278957,0.363189,0.194724,5.0,2.723,0.132324,3.0,0.9861010899034492,0.12277877566348169,0.12107228449877039,exposed_relational
2633,"Rådgivere/forskere, humanistiske fag",0.492036,4.0,1.281944,5.0,1.420684,5.0,0.29189553,5.0,0.34992512,4.0,0.65007488,3.0,0.1709,4.0,0.716736,5.0,0.686765,5.0,0.394155,0.516324,0.271987,5.0,2.723,0.195652,3.0,1.0382232760741998,0.194575014450573,0.20201230894505867,exposed_relational
2634,Psykologer,0.441462,4.0,1.41623,5.0,1.460985,5.0,0.25457837,5.0,0.14575033,2.0,0.85424967,5.0,0.0702,4.0,0.421311,4.0,0.317694,4.0,0.22296,0.309611,0.136309,4.0,2.723,1.406394,5.0,0.9912347103858803,1.5672177908142741,1.5534806729893862,exposed_relational
2635,Rådgivere innen sosiale fagfelt,0.271629,3.0,0.94997,4.0,1.156169,5.0,0.09645729,4.0,0.09320348,1.0,0.76393938,5.0,0.0165,3.0,0.263841,3.0,0.189607,3.0,0.236604,0.339029,0.134179,4.0,0.993,1.872635,5.0,0.34396153115565875,2.0958046744728804,0.7208761848348789,exposed_relational
2636,Geistlige yrker,0.386364,3.0,1.246741,5.0,1.41257,5.0,0.51343623,5.0,0.26943235,3.0,0.73056765,4.0,0.1323,4.0,0.356615,4.0,0.266892,4.0,0.249152,0.372613,0.125692,5.0,0.993,1.909677,5.0,0.7715185286250841,2.137799941608294,1.6493522654444215,exposed_relational
2641,Forfattere mv.,0.741399,5.0,1.10005,5.0,1.225771,5.0,1.28049223,5.0,0.39799704,5.0,0.60200296,3.0,0.3223,5.0,0.763677,5.0,0.733752,5.0,0.398267,0.493674,0.302859,5.0,6.978,-0.307198,3.0,1.5261860860751542,-0.37551623545608526,-0.5731076536483988,exposed_transactional
2642,Journalister,0.648529,5.0,1.15745,5.0,1.330685,5.0,0.51923922,5.0,0.39682689,5.0,0.60317311,3.0,0.2279,5.0,0.700911,5.0,0.623772,5.0,0.375078,0.457848,0.292309,5.0,6.978,0.223298,3.0,1.3389351399330096,0.22591784570227721,0.30248934234874264,exposed_relational
2643,"Oversettere, tolker mv.",0.701628,5.0,1.219683,5.0,1.218392,5.0,0.47502352,5.0,0.51613003,5.0,0.48386997,2.0,0.23155,5.0,0.637101,5.0,0.621755,5.0,0.410753,0.529607,0.291899,5.0,4.8505,0.314972,4.0,1.4967227700977834,0.3298505199469684,0.4936947839332207,exposed_relational
2651,"Skulptører, kunstmalere og andre billedkunstnere",0.34181,3.0,-0.749289,2.0,-0.807914,2.0,0.42125599,5.0,0.52375185,5.0,0.47624815,2.0,0.2052,5.0,0.243276,3.0,0.183481,3.0,0.19035,0.308906,0.071795,4.0,6.978,-0.689366,2.0,-0.398219630754087,-0.8087878528257338,0.3220752001106546,shielded_transactional
2652,"Dirigenter, komponister, musikere og sangere",0.559345,5.0,0.439479,4.0,0.66109,4.0,0.12242768,4.0,0.4399799,5.0,0.5600201,2.0,0.0184,3.0,0.325441,4.0,0.255929,4.0,0.110779,0.152462,0.069097,2.0,6.978,0.305797,4.0,0.7465442870195058,0.3194486362482638,0.23848255438731356,exposed_relational
2653,Koreografer og dansere,0.146131,2.0,-2.122764,1.0,-1.339575,1.0,0.08452851,4.0,0.56603774,5.0,0.43396226,2.0,0.04005,3.0,0.078792,1.0,0.04506,1.0,0.122888,0.158601,0.087176,3.0,6.978,0.366451,4.0,-1.5902784568382289,0.38821330696883355,-0.6173672587304623,shielded_relational
2654,Regissører,0.499121,4.0,0.982343,4.0,0.747919,4.0,0.18357305,4.0,0.5283512,5.0,0.4716488,2.0,0.175067,4.0,0.487084,4.0,0.419198,4.0,0.175314,0.229987,0.120641,3.0,6.978,0.364051,4.0,0.8949591687051464,0.38549237826290533,0.3449999383923396,exposed_relational
2655,Skuespillere,0.1875,2.0,0.159093,3.0,0.578402,4.0,1.04299759,5.0,0.68872261,5.0,0.31127739,1.0,0.1011,4.0,0.0992,2.0,0.068716,2.0,0.130875,0.197887,0.063863,3.0,6.978,0.224169,3.0,-0.27547704918994914,0.2269053160784703,-0.06250720691880972,shielded_relational
2656,Programledere i TV og radio,0.65,5.0,0.892646,4.0,1.042157,5.0,0.03084657,3.0,0.66026656,5.0,0.33973344,1.0,0.1366,4.0,0.486287,4.0,0.39851,4.0,0.395981,0.472756,0.319205,5.0,6.978,0.559523,4.0,1.2010698790139367,0.6071029515984016,0.729173068625296,exposed_relational
2659,Andre utøvende kunstneriske yrker,0.526316,5.0,,,,,,,,,,,,,0.359023,4.0,0.264903,4.0,0.252546,0.367844,0.137248,5.0,6.978,,,0.8787761493930131,,,
3112,Bygningsingeniører,0.425714,4.0,0.15467,3.0,-0.091491,3.0,0.07346175,3.0,0.15432065,2.0,0.34567935,1.0,0.02514,3.0,0.366267,4.0,0.311964,4.0,0.131251,0.187604,0.074898,3.0,0.7452,0.255669,4.0,0.2810388788955174,0.2626175053437775,0.07380572928015276,exposed_relational
3113,Elkraftingeniører,0.396508,3.0,0.023737,3.0,-0.245226,3.0,0.1233007,4.0,0.40495062,5.0,0.59504938,3.0,0.0101,2.0,0.262879,3.0,0.219833,3.0,0.185508,0.305887,0.06513,4.0,1.504,-0.730763,2.0,0.1426441387762445,-0.8557204718421123,-0.12206350973911968,exposed_transactional
3114,Elektronikkingeniører,0.40566,4.0,0.351525,3.0,0.078001,3.0,0.20613453,5.0,0.39247005,4.0,0.60752995,3.0,0.0202,3.0,0.333882,4.0,0.308864,4.0,0.202801,0.337244,0.068358,4.0,1.504,-0.588387,2.0,0.33904442953418285,-0.6943059112441002,-0.23540055159996695,exposed_transactional
3115,Maskiningeniører,0.356357,3.0,0.040445,3.0,-0.180158,3.0,0.25533156,5.0,0.33502683,4.0,0.66497317,4.0,0.017075,3.0,0.255845,3.0,0.179834,3.0,0.213607,0.344664,0.082549,4.0,1.504,-0.701373,2.0,0.05736192304660702,-0.8224004323974335,-0.04717447031667792,exposed_transactional
3116,Kjemiingeniører,0.334387,3.0,0.194128,3.0,-0.079292,3.0,0.68762864,5.0,0.27832726,3.0,0.72167274,4.0,0.0,1.0,0.273859,3.0,0.235066,4.0,0.233319,0.369749,0.09689,4.0,1.504,-0.730166,2.0,0.08783297964034595,-0.8550436408265126,-0.07510103069632236,exposed_transactional
3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.389754,3.0,0.138697,3.0,-0.052914,3.0,0.36250714,5.0,0.45140853,5.0,0.54859147,2.0,0.1145,4.0,0.336179,4.0,0.288837,4.0,0.206888,0.306562,0.107215,4.0,2.1135,-0.743178,2.0,0.18814853496921297,-0.8697956092938198,-0.16365076961128616,exposed_transactional
3118,Tekniske tegnere,0.509867,4.0,0.526379,4.0,0.228194,3.0,0.13842442,4.0,0.40438204,5.0,0.34561796,1.0,0.11135,4.0,0.471553,4.0,0.402571,4.0,0.22149,0.322793,0.120188,4.0,2.5988,-0.702369,2.0,0.6768388510470617,-0.8235296178103938,-0.5573968403220128,exposed_transactional
3119,Andre ingeniører,0.363616,3.0,0.136338,3.0,-0.07607,3.0,0.10908851,4.0,0.2831878,3.0,0.5918122,3.0,0.01984,3.0,0.298619,3.0,0.219043,3.0,0.140954,0.215879,0.066029,3.0,1.36,0.033853,3.0,0.12556698973456842,0.011140204579543069,0.0013988419540804766,exposed_relational
3121,"Arbeidsleder, bergfag",0.416667,4.0,-0.305405,3.0,-0.359874,3.0,0.02701215,2.0,0.375,4.0,0.625,3.0,0.0296,3.0,0.281957,3.0,0.162955,3.0,0.110208,0.170809,0.049606,2.0,0.166,0.486116,4.0,0.014288106491450181,0.5238799459667062,0.007485252456707465,exposed_relational
3122,"Arbeidsleder, industri",0.4,3.0,-0.084528,3.0,-0.037023,3.0,0.00328665,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.377326,4.0,0.294061,4.0,0.250194,0.345105,0.155284,5.0,0.1,0.520547,4.0,0.09305961188202277,0.562915069414128,0.052384657882220666,exposed_relational
3123,"Arbeidsleder, bygg og anlegg",0.416667,4.0,-0.305405,3.0,-0.359874,3.0,0.02701215,2.0,0.375,4.0,0.625,3.0,0.0296,3.0,0.281957,3.0,0.162955,3.0,0.110208,0.170809,0.049606,2.0,0.166,0.486116,4.0,0.014288106491450181,0.5238799459667062,0.007485252456707465,exposed_relational
3131,Energikontrolloperatører,0.312103,3.0,0.209736,3.0,0.046815,3.0,0.0100996,1.0,0.36568753,4.0,0.30097914,1.0,0.006425,2.0,0.274222,3.0,0.189591,3.0,0.134441,0.203636,0.065245,3.0,0.1,-0.312271,3.0,0.04388168653298122,-0.38126759850824093,-0.016730665242921165,exposed_transactional
3132,Kontrolloperatører ved forbrennings- kjøle- og vannrenseanlegg mv.,0.217399,2.0,-0.510517,2.0,-0.594645,2.0,0.01720355,2.0,0.1171875,1.0,0.3828125,2.0,0.0,1.0,0.156686,2.0,0.111779,2.0,0.105864,0.151044,0.060684,2.0,0.0978,-0.221904,3.0,-0.5626775168455616,-0.27881669668798637,0.15688388654747829,shielded_transactional
3133,Kontrolloperatører innen kjemisk prosessindustri,0.151515,2.0,-0.383128,2.0,-0.560149,2.0,0.00503268,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.127453,2.0,0.09888,2.0,0.046133,0.082664,0.009603,1.0,0.1,-1.212162,1.0,-0.6492657128948766,-1.4014922877192433,0.9099408893027059,shielded_transactional
3134,Kontrolloperatører ved olje- og naturgassraffineringsanlegg,0.202026,2.0,-0.550384,2.0,-0.76728,2.0,0.02485528,2.0,0.29076087,3.0,0.70923913,4.0,0.0282,3.0,0.166585,2.0,0.116168,3.0,0.079476,0.115317,0.043635,1.0,0.0955,-0.903067,1.0,-0.6200198576418828,-1.0510650134030486,0.6516811799825218,shielded_transactional
3135,Kontrolloperatører innen metallproduksjon,0.104167,1.0,-1.167465,1.0,-1.303524,1.0,,,,,,,0.0,1.0,0.075385,1.0,0.053457,2.0,0.075052,0.150105,0.0,1.0,0.1,-1.088253,1.0,-1.1789218462254327,-1.2610141397930543,1.4866371178012034,shielded_transactional
3139,Andre prosesskontrolloperatører,0.803571,5.0,-0.024182,3.0,-0.341184,3.0,0.8479555,5.0,0.36104279,4.0,0.63895721,3.0,0.1207,4.0,0.484721,4.0,0.405981,4.0,0.419371,0.59953,0.239213,5.0,0.1,-1.026578,1.0,1.0720861949050502,-1.1910919406521712,-1.276953226435858,exposed_transactional
3141,Bioteknikere (ikke-medisinske laboratorier),0.436111,4.0,0.15909,3.0,-0.005048,3.0,0.10137259,4.0,0.2940286,3.0,0.7059714,4.0,0.10215,4.0,0.283214,3.0,0.241011,4.0,0.122716,0.204682,0.040751,3.0,2.723,-0.627401,2.0,0.3077901832572207,-0.7385368747995509,-0.2273144000367688,exposed_transactional
3142,Agroteknikere,0.383433,3.0,0.095719,3.0,-0.049232,3.0,0.16998139,4.0,0.37855114,4.0,0.62144886,3.0,0.1048,4.0,0.322509,4.0,0.257248,4.0,0.110262,0.195496,0.025027,2.0,2.723,-0.644063,2.0,0.15038295578878058,-0.7574269223404572,-0.11390409937555711,exposed_transactional
3143,Skogteknikere,0.326923,3.0,-0.66724,2.0,-0.761146,2.0,0.09562095,4.0,0.15241228,2.0,0.84758772,5.0,0.0221,3.0,0.137104,2.0,0.092476,2.0,0.031688,0.028959,0.034417,1.0,2.723,0.139157,3.0,-0.389359569118628,0.13052548643331802,-0.05082134715667603,shielded_relational
3151,Skipsmaskinister,0.251255,2.0,-0.189935,3.0,-0.249708,3.0,0.01366014,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.208129,3.0,0.132873,3.0,0.024948,0.038936,0.010959,1.0,0.091,0.147552,3.0,-0.3121645002035768,0.1400430683025959,-0.04371647442365522,shielded_relational
3152,Dekksoffiserer og loser,0.297135,3.0,-0.140781,3.0,-0.362623,3.0,0.01299254,2.0,0.0,1.0,0.5,2.0,0.0,1.0,0.228483,3.0,0.15711,3.0,0.130513,0.179892,0.081135,3.0,0.091,0.530607,4.0,-0.17829323326519397,0.5743202955731438,-0.10239742242755767,shielded_relational
3153,Flygere,0.307181,3.0,-0.080724,3.0,-0.445024,2.0,0.00554622,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.208952,3.0,0.138778,3.0,0.128134,0.185739,0.070529,3.0,0.091,0.31452,4.0,-0.12267394391282016,0.32933807837401863,-0.04040120095481033,shielded_relational
3154,Flygeledere,0.335772,3.0,0.649711,4.0,0.357716,4.0,0.01109244,2.0,0.27,3.0,0.23,1.0,0.0,1.0,0.256124,3.0,0.189764,3.0,0.170821,0.2127,0.128941,3.0,0.091,0.63248,4.0,0.3342106355998886,0.6898157830977355,0.2305437713159291,exposed_relational
3155,Teknikere innen luftfartssikkerhet,0.40566,4.0,0.351525,3.0,0.078001,3.0,0.20613453,5.0,0.39247005,4.0,0.60752995,3.0,0.0202,3.0,0.333882,4.0,0.308864,4.0,0.202801,0.337244,0.068358,4.0,1.504,-0.588387,2.0,0.33904442953418285,-0.6943059112441002,-0.23540055159996695,exposed_transactional
3211,Radiografer mv.,0.314571,3.0,-0.205226,3.0,-0.230912,3.0,0.01511859,2.0,0.15549717,2.0,0.44450283,2.0,0.01806,3.0,0.194609,3.0,0.142088,3.0,0.086442,0.143502,0.029383,2.0,0.41,0.69824,4.0,-0.17177843681399996,0.7643692296401673,-0.1313021514163093,shielded_relational
3212,Bioingeniører,0.254297,2.0,0.077238,3.0,-0.162569,3.0,0.10619985,4.0,0.33950235,4.0,0.66049765,4.0,,,0.173993,3.0,0.144962,3.0,,,,,0.41,-0.369108,2.0,-0.16244699313744987,-0.4457048588660906,0.07240341414954789,shielded_transactional
3213,Reseptarer,0.426471,4.0,0.007026,3.0,-0.023386,3.0,0.01735762,2.0,0.50684932,5.0,0.49315068,2.0,0.0735,4.0,0.389084,4.0,0.34241,4.0,0.192731,0.342177,0.043286,4.0,0.41,0.071089,3.0,0.20402258154579325,0.05335541345201861,0.01088570919192398,exposed_relational
3214,Protese- og tannteknikere,0.163865,2.0,0.03446,3.0,-0.100386,3.0,0.00195145,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.073253,1.0,0.030475,1.0,0.056014,0.08342,0.028607,1.0,0.255,0.435139,4.0,-0.3974395248507638,0.4660862865324977,-0.1852411122589328,shielded_relational
3230,Yrker innen alternativ medisin,0.358012,3.0,0.229557,3.0,0.278595,3.0,0.06696548,3.0,0.09942639,1.0,0.90057361,5.0,0.1021,4.0,0.303186,3.0,0.233876,4.0,0.152713,0.207312,0.098115,3.0,0.41,1.18219,5.0,0.1621670215293407,1.3130331659876413,0.21293067769745622,exposed_relational
3240,Dyrepleiere,0.193078,2.0,-0.56795,2.0,-0.435956,2.0,0.02187676,2.0,0.17081851,2.0,0.82918149,5.0,0.00895,2.0,0.128107,2.0,0.078299,2.0,0.052346,0.079869,0.024823,1.0,0.2305,0.234523,3.0,-0.6503871964476384,0.2386438560039621,-0.15521090845587082,shielded_relational
3251,Tannpleiere,0.227083,2.0,-0.471692,2.0,-0.349161,3.0,0.00955182,1.0,0.22222222,2.0,0.77777778,5.0,0.0,1.0,0.095051,2.0,0.063117,2.0,0.056435,0.075639,0.03723,1.0,0.2305,0.479965,4.0,-0.5192382756707556,0.516906432437471,-0.2683976046619544,shielded_relational
3254,Optikere,0.285714,3.0,0.101397,3.0,0.028575,3.0,,,,,,,0.0,1.0,0.20872,3.0,0.15762,3.0,0.136074,0.203443,0.068705,3.0,0.41,1.022553,5.0,-0.07584645405780727,1.132049459392535,-0.08586193731298146,shielded_relational
3256,Helsesekretærer,0.343961,3.0,0.114263,3.0,0.159275,3.0,0.00492997,1.0,0.0,1.0,1.0,5.0,0.0238,3.0,0.136021,2.0,0.105249,2.0,0.038226,0.05342,0.023031,1.0,0.2305,0.616258,4.0,0.06767355626187785,0.6714245724862493,0.045437688581755474,exposed_relational
3257,Helse- og miljøkontrollører,0.357678,3.0,0.133259,3.0,0.017763,3.0,0.01232493,2.0,0.19,2.0,0.31,1.0,0.0,1.0,0.254918,3.0,0.160966,3.0,0.107264,0.156172,0.058355,2.0,0.8385,0.140563,3.0,0.10999263486432569,0.13211949716687427,0.014532171610334313,exposed_relational
3258,Ambulansepersonell,0.18109,2.0,-0.686345,2.0,-0.699447,2.0,0.00236228,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.047453,1.0,0.024136,1.0,0.077514,0.106796,0.048233,1.0,0.41,,,-0.7416955285036062,,,
3259,Andre helseyrker,0.312237,3.0,-0.141814,3.0,-0.091401,3.0,0.03408615,3.0,0.21622946,2.0,0.65877054,4.0,0.04357,3.0,0.183684,3.0,0.128919,3.0,0.087959,0.124541,0.051378,2.0,0.3382,0.813938,4.0,-0.1434135501902976,0.8955384002311996,-0.12843234130889597,shielded_relational
3311,Finansmeglere,0.571403,5.0,1.286246,5.0,1.25927,5.0,0.23037357,5.0,0.15370752,2.0,0.84629248,5.0,0.3354,5.0,0.508772,4.0,0.404659,4.0,0.200634,0.261916,0.139353,4.0,0.241,0.908765,4.0,1.2267228370290872,1.003045694563304,1.2304590601045076,exposed_relational
3312,Kundebehandlere lån og kreditt,0.607955,5.0,1.38556,5.0,1.416389,5.0,0.31115324,5.0,0.18171628,2.0,0.81828372,5.0,0.2099,5.0,0.619494,5.0,0.498,5.0,0.267789,0.342645,0.192933,5.0,3.33,0.486588,4.0,1.3654781782975247,0.5244150619455387,0.7160773234571777,exposed_relational
