styrk08,platform,date_start,usage_pct,automation_share,augmentation_share,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share,n_classified,n_soc_matched,n_tasks_matched
4229,api,2025-08-04,0.015562,1.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,1,4
4311,api,2025-08-04,0.182715,0.979421,0.020579,0.876632,0.102789,0.0,0.020579,0.0,1517.0,2,15
4312,api,2025-08-04,0.184409,0.972908,0.027092,0.967731,0.005177,0.002934,0.024159,0.0,1444.0,5,16
4313,api,2025-08-04,0.00487,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,1,2
4321,api,2025-08-04,0.099086,1.0,0.0,1.0,0.0,0.0,0.0,0.0,839.0,3,7
4322,api,2025-08-04,0.009527,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,1,3
4323,api,2025-08-04,0.00794,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1,2
4411,api,2025-08-04,0.185521,0.936063,0.063937,0.925287,0.010776,0.0,0.0,0.063937,1552.5,2,10
4412,api,2025-08-04,0.010586,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,2,3
4413,api,2025-08-04,0.020325,0.680473,0.319527,0.680473,0.0,0.0,0.319527,0.0,169.0,1,1
4415,api,2025-08-04,0.058964,1.0,0.0,1.0,0.0,0.0,0.0,0.0,494.0,2,4
4416,api,2025-08-04,0.157309,0.988856,0.011144,0.988856,0.0,0.0,0.011144,0.0,1346.0,1,8
5111,api,2025-08-04,0.014079,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,3,4
5112,api,2025-08-04,0.010163,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,2,3
5113,api,2025-08-04,0.284342,0.922944,0.077056,0.905581,0.017363,0.043053,0.014831,0.019172,2023.0,3,14
5120,api,2025-08-04,0.008045,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,2,2
5131,api,2025-08-04,0.008681,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,1,2
5141,api,2025-08-04,0.278308,0.936245,0.063755,0.910201,0.026044,0.012751,0.022246,0.028757,1974.0,2,12
5142,api,2025-08-04,0.278308,0.936245,0.063755,0.910201,0.026044,0.012751,0.022246,0.028757,1974.0,2,14
5151,api,2025-08-04,0.021596,1.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,1,6
5152,api,2025-08-04,0.021596,1.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,1,6
5163,api,2025-08-04,0.010057,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,1,2
5164,api,2025-08-04,0.294822,0.94738,0.05262,0.934358,0.013022,0.006375,0.031866,0.014379,2122.0,4,11
5165,api,2025-08-04,0.067727,0.641509,0.358491,0.605754,0.035755,0.062101,0.066805,0.229585,531.4,1,8
5169,api,2025-08-04,0.345635,0.935567,0.064433,0.908806,0.026761,0.03043,0.014831,0.019172,2415.0,3,13
5211,api,2025-08-04,0.085535,0.893983,0.106017,0.893983,0.0,0.0,0.0,0.106017,698.0,1,5
5212,api,2025-08-04,0.094216,0.946991,0.053009,0.946991,0.0,0.0,0.0,0.053009,757.0,2,6
5221,api,2025-08-04,0.045944,0.904177,0.095823,0.904177,0.0,0.04914,0.046683,0.0,407.0,1,2
5222,api,2025-08-04,0.149475,0.916275,0.083725,0.893697,0.022578,0.0,0.049859,0.033866,1063.0,1,5
5223,api,2025-08-04,0.273967,0.968639,0.031361,0.960442,0.008197,0.014255,0.0,0.017106,1564.0,2,8
5230,api,2025-08-04,0.323828,0.752441,0.247559,0.71875,0.033691,0.010254,0.022461,0.214844,2048.0,1,4
5241,api,2025-08-04,0.003917,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,2
5242,api,2025-08-04,0.085006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,679.0,1,8
5243,api,2025-08-04,0.085535,0.893983,0.106017,0.893983,0.0,0.0,0.0,0.106017,698.0,1,5
5244,api,2025-08-04,0.060658,0.922892,0.077108,0.922892,0.0,0.0,0.0,0.077108,415.0,1,8
5245,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,2
5246,api,2025-08-04,0.012703,1.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,2,4
5249,api,2025-08-04,0.042768,0.925806,0.074194,0.925806,0.0,0.0,0.0,0.074194,310.0,1,5
5311,api,2025-08-04,0.261582,0.936245,0.063755,0.910201,0.026044,0.012751,0.022246,0.028757,1864.0,2,9
5312,api,2025-08-04,0.077755,0.598946,0.401054,0.598946,0.0,0.040266,0.028992,0.331796,620.9,1,8
5321,api,2025-08-04,0.014926,1.0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,2,2
5322,api,2025-08-04,0.266663,0.769579,0.230421,0.743534,0.026044,0.179418,0.022246,0.028757,1897.0,2,9
5329,api,2025-08-04,0.014185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0,3,4
5411,api,2025-08-04,0.003493,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1,1
5413,api,2025-08-04,0.126927,0.971698,0.028302,0.95021,0.021488,0.0,0.0,0.028302,1028.0,2,2
5414,api,2025-08-04,0.033346,0.826923,0.173077,0.826923,0.0,0.0,0.173077,0.0,208.0,1,2
5419,api,2025-08-04,0.016197,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,2,5
6113,api,2025-08-04,0.036945,1.0,0.0,0.8875,0.1125,0.0,0.0,0.0,160.0,1,2
7112,api,2025-08-04,0.001694,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,1
7119,api,2025-08-04,0.051554,0.858447,0.141553,0.767123,0.091324,0.034247,0.054795,0.052511,438.0,1,4
7121,api,2025-08-04,0.004975,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,1,1
7126,api,2025-08-04,0.011433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,1,3
7127,api,2025-08-04,0.017996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,1,4
7131,api,2025-08-04,0.005081,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1,1
7132,api,2025-08-04,0.010586,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,1,1
7213,api,2025-08-04,0.112212,0.727372,0.272628,0.727372,0.0,0.0,0.272628,0.0,917.0,1,1
7214,api,2025-08-04,0.006034,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,1,1
7222,api,2025-08-04,1.110478,0.808499,0.191501,0.709909,0.09859,0.033136,0.151145,0.00722,9844.0,3,5
7223,api,2025-08-04,0.099403,0.879992,0.120008,0.863578,0.016414,0.01452,0.105488,0.0,684.0,3,6
7231,api,2025-08-04,0.046155,0.786432,0.213568,0.786432,0.0,0.0,0.213568,0.0,318.0,2,5
7232,api,2025-08-04,0.017996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,1,3
7233,api,2025-08-04,0.068809,1.0,0.0,0.933333,0.066667,0.0,0.0,0.0,451.0,3,5
7234,api,2025-08-04,0.017996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,1,3
7311,api,2025-08-04,0.035675,1.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,3,8
7312,api,2025-08-04,0.017996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,1,4
7314,api,2025-08-04,0.05653,0.868339,0.131661,0.868339,0.0,0.037217,0.094444,0.0,399.0,2,4
7315,api,2025-08-04,0.010904,0.811111,0.188889,0.811111,0.0,0.0,0.188889,0.0,90.0,1,2
7317,api,2025-08-04,0.045626,0.925566,0.074434,0.925566,0.0,0.074434,0.0,0.0,309.0,1,2
7319,api,2025-08-04,0.045626,0.925566,0.074434,0.925566,0.0,0.074434,0.0,0.0,309.0,1,2
7321,api,2025-08-04,0.087123,0.933931,0.066069,0.933931,0.0,0.066069,0.0,0.0,745.0,2,8
7411,api,2025-08-04,0.051554,0.858447,0.141553,0.767123,0.091324,0.034247,0.054795,0.052511,438.0,1,4
7412,api,2025-08-04,0.058647,0.92803,0.07197,0.92803,0.0,0.0,0.07197,0.0,400.0,6,16
7413,api,2025-08-04,0.017996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,1,3
7421,api,2025-08-04,0.322346,0.986605,0.013395,0.903809,0.082796,0.00586,0.001758,0.005776,2601.0,5,17
7422,api,2025-08-04,0.369242,0.96623,0.03377,0.861986,0.104244,0.00586,0.022133,0.005776,2948.5,5,19
7513,api,2025-08-04,0.004446,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1,2
7522,api,2025-08-04,0.030488,0.870445,0.129555,0.870445,0.0,0.060729,0.068826,0.0,247.0,1,3
7531,api,2025-08-04,0.029747,0.87251,0.12749,0.87251,0.0,0.12749,0.0,0.0,251.0,1,1
7532,api,2025-08-04,0.01969,0.945848,0.054152,0.833935,0.111913,0.054152,0.0,0.0,138.5,1,1
7543,api,2025-08-04,0.302867,0.790708,0.209292,0.778346,0.012361,0.015772,0.179454,0.014066,2346.0,1,2
7544,api,2025-08-04,0.040015,1.0,0.0,0.94375,0.05625,0.0,0.0,0.0,182.0,2,3
8112,api,2025-08-04,0.025724,1.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0,1,1
8114,api,2025-08-04,0.044461,1.0,0.0,1.0,0.0,0.0,0.0,0.0,249.0,4,5
8122,api,2025-08-04,0.018208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,109.0,2,3
8131,api,2025-08-04,0.018208,0.937037,0.062963,0.937037,0.0,0.0,0.062963,0.0,142.0,3,5
8132,api,2025-08-04,0.00614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,1,1
8141,api,2025-08-04,0.075267,0.860269,0.139731,0.860269,0.0,0.0,0.139731,0.0,547.0,3,4
8142,api,2025-08-04,0.01535,0.869231,0.130769,0.869231,0.0,0.0,0.130769,0.0,108.0,2,3
8152,api,2025-08-04,0.01969,0.945848,0.054152,0.833935,0.111913,0.054152,0.0,0.0,138.5,1,1
8154,api,2025-08-04,0.079819,1.0,0.0,0.925234,0.074766,0.0,0.0,0.0,428.0,1,1
8181,api,2025-08-04,0.079925,0.895202,0.104798,0.895202,0.0,0.0,0.104798,0.0,575.0,4,5
8189,api,2025-08-04,0.0849,0.912,0.088,0.912,0.0,0.0,0.088,0.0,750.0,1,2
8211,api,2025-08-04,0.04986,0.867978,0.132022,0.867978,0.0,0.0,0.132022,0.0,412.0,2,2
8212,api,2025-08-04,0.014397,1.0,0.0,1.0,0.0,0.0,0.0,0.0,124.0,3,3
8311,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,3
8312,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,2
8322,api,2025-08-04,0.146194,0.975728,0.024272,0.914828,0.0609,0.0,0.009267,0.015004,1149.0,2,6
8331,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,3
8332,api,2025-08-04,0.011539,1.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,2,4
8343,api,2025-08-04,0.010798,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,2,3
8344,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,2
9111,api,2025-08-04,0.004129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,1
9112,api,2025-08-04,0.004129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1,1
9211,api,2025-08-04,0.094004,0.835714,0.164286,0.835714,0.0,0.019048,0.017857,0.127381,840.0,1,1
9213,api,2025-08-04,0.094004,0.835714,0.164286,0.835714,0.0,0.019048,0.017857,0.127381,840.0,1,1
9214,api,2025-08-04,0.094004,0.835714,0.164286,0.835714,0.0,0.019048,0.017857,0.127381,840.0,1,1
9313,api,2025-08-04,0.004446,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,1,1
9329,api,2025-08-04,0.021807,1.0,0.0,1.0,0.0,0.0,0.0,0.0,164.0,1,2
9331,api,2025-08-04,0.007834,1.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,1,1
9333,api,2025-08-04,0.035252,0.881919,0.118081,0.881919,0.0,0.0,0.118081,0.0,271.0,1,5
9334,api,2025-08-04,0.037792,1.0,0.0,1.0,0.0,0.0,0.0,0.0,292.0,1,3
9611,api,2025-08-04,0.005928,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,2
9621,api,2025-08-04,0.012492,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,2,2
9629,api,2025-08-04,0.01482,0.888889,0.111111,0.888889,0.0,0.0,0.0,0.111111,112.0,3,3
1112,api,2025-11-13,0.167263,0.888875,0.111125,0.879115,0.00976,0.045902,0.050582,0.014641,1462.0,2,10
1114,api,2025-11-13,1.216129,0.89444,0.10556,0.882491,0.011949,0.056125,0.042847,0.006588,9940.0,3,55
1120,api,2025-11-13,0.167263,0.888875,0.111125,0.879115,0.00976,0.045902,0.050582,0.014641,1462.0,2,10
1211,api,2025-11-13,0.187026,0.897154,0.102846,0.876455,0.020699,0.069211,0.023286,0.010349,1546.0,1,15
1212,api,2025-11-13,0.063714,0.927096,0.072904,0.927096,0.0,0.0,0.03,0.042904,472.0,3,15
1213,api,2025-11-13,1.104552,0.912228,0.087772,0.876382,0.035846,0.005137,0.06287,0.019765,8955.0,1,46
1219,api,2025-11-13,1.347469,0.95314,0.04686,0.942282,0.010858,0.02472,0.01498,0.007161,11098.0,5,63
1221,api,2025-11-13,0.090373,0.984781,0.015219,0.855864,0.128917,0.0,0.015219,0.0,710.5,2,8
1222,api,2025-11-13,0.422017,0.888171,0.111829,0.881776,0.006395,0.092804,0.009273,0.009752,3777.5,2,22
1223,api,2025-11-13,0.213376,0.964643,0.035357,0.964643,0.0,0.0,0.035357,0.0,1773.0,2,12
1311,api,2025-11-13,0.005764,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,2
1312,api,2025-11-13,0.005764,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,2
1321,api,2025-11-13,0.011837,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,1,2
1322,api,2025-11-13,1.104552,0.912228,0.087772,0.876382,0.035846,0.005137,0.06287,0.019765,8955.0,1,46
1323,api,2025-11-13,0.021101,1.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0,1,4
1324,api,2025-11-13,0.104887,0.929912,0.070088,0.929912,0.0,0.0,0.070088,0.0,799.0,1,8
1330,api,2025-11-13,0.043437,0.858491,0.141509,0.779874,0.078616,0.0,0.0,0.141509,318.0,1,8
1341,api,2025-11-13,0.014616,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,1,4
1342,api,2025-11-13,0.025424,1.0,0.0,1.0,0.0,0.0,0.0,0.0,186.0,1,3
1343,api,2025-11-13,0.064126,0.944776,0.055224,0.944776,0.0,0.022388,0.032836,0.0,521.0,2,6
1344,api,2025-11-13,0.014616,0.877049,0.122951,0.877049,0.0,0.0,0.122951,0.0,122.0,1,3
1345,api,2025-11-13,0.19526,0.827631,0.172369,0.820455,0.007176,0.030046,0.115053,0.027269,1519.0,3,18
1346,api,2025-11-13,0.225728,0.893353,0.106647,0.883004,0.010349,0.056993,0.044479,0.005175,1881.0,2,18
1349,api,2025-11-13,1.104552,0.912228,0.087772,0.876382,0.035846,0.005137,0.06287,0.019765,8955.0,1,46
1411,api,2025-11-13,0.020072,1.0,0.0,1.0,0.0,0.0,0.0,0.0,139.0,1,4
1412,api,2025-11-13,0.015028,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,1,4
1420,api,2025-11-13,0.038702,0.889552,0.110448,0.889552,0.0,0.044776,0.065672,0.0,335.0,1,3
1431,api,2025-11-13,1.112992,0.956114,0.043886,0.938191,0.017923,0.002568,0.031435,0.009883,9011.0,2,48
1439,api,2025-11-13,1.104552,0.912228,0.087772,0.876382,0.035846,0.005137,0.06287,0.019765,8955.0,1,46
2111,api,2025-11-13,0.063611,0.710264,0.289736,0.710264,0.0,0.0,0.289736,0.0,478.0,2,9
2112,api,2025-11-13,0.004941,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1,2
2113,api,2025-11-13,0.215743,0.838296,0.161704,0.820255,0.018041,0.018893,0.090267,0.052544,1914.0,2,7
2114,api,2025-11-13,0.069478,0.955314,0.044686,0.955314,0.0,0.0,0.019324,0.025362,577.0,2,4
2120,api,2025-11-13,2.572451,0.89365,0.10635,0.878233,0.015417,0.015524,0.031936,0.058889,22571.0,5,47
2131,api,2025-11-13,0.761689,0.807522,0.192478,0.796713,0.010809,0.014559,0.043283,0.134636,6518.0,6,38
2132,api,2025-11-13,0.017807,0.692857,0.307143,0.692857,0.0,0.0,0.0,0.307143,123.0,2,5
2133,api,2025-11-13,0.040555,1.0,0.0,1.0,0.0,0.0,0.0,0.0,308.0,1,7
2141,api,2025-11-13,0.010808,1.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,1,3
2142,api,2025-11-13,0.015851,1.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,1,3
2143,api,2025-11-13,0.005661,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,1,1
2144,api,2025-11-13,0.070816,0.944681,0.055319,0.893617,0.051064,0.0,0.024468,0.030851,561.0,2,9
2146,api,2025-11-13,0.127531,0.886643,0.113357,0.886643,0.0,0.037786,0.043937,0.031634,1138.0,1,4
2149,api,2025-11-13,0.290677,0.906695,0.093305,0.881166,0.025529,0.003868,0.071129,0.018308,2092.0,4,31
2151,api,2025-11-13,0.032629,0.92803,0.07197,0.92803,0.0,0.0,0.07197,0.0,264.0,1,4
2152,api,2025-11-13,0.297265,0.929907,0.070093,0.902876,0.027031,0.018152,0.010765,0.041176,2359.0,2,10
2153,api,2025-11-13,0.036746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,238.0,1,5
2161,api,2025-11-13,0.016263,1.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0,1,4
2162,api,2025-11-13,0.002676,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1,1
2163,api,2025-11-13,0.021821,0.843137,0.156863,0.843137,0.0,0.156863,0.0,0.0,204.0,1,3
2165,api,2025-11-13,0.018528,1.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,1,4
2166,api,2025-11-13,0.749029,0.842618,0.157382,0.825895,0.016724,0.140545,0.00967,0.007167,6916.0,2,9
2211,api,2025-11-13,0.137936,0.897977,0.102023,0.897977,0.0,0.0,0.05162,0.050403,1106.7,4,25
2212,api,2025-11-13,0.132258,0.856576,0.143424,0.856576,0.0,0.0,0.09236,0.051064,1056.3,2,19
2221,api,2025-11-13,0.206171,0.872712,0.127288,0.863452,0.009259,0.0,0.061966,0.065322,1592.0,2,24
2222,api,2025-11-13,0.008749,1.0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,1,2
2223,api,2025-11-13,0.206171,0.872712,0.127288,0.863452,0.009259,0.0,0.061966,0.065322,1592.0,2,24
2224,api,2025-11-13,0.206171,0.872712,0.127288,0.863452,0.009259,0.0,0.061966,0.065322,1592.0,2,24
2250,api,2025-11-13,0.007308,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,1,1
2261,api,2025-11-13,0.01966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0,3,5
2262,api,2025-11-13,0.03932,0.792793,0.207207,0.792793,0.0,0.0,0.0,0.207207,333.0,1,5
2263,api,2025-11-13,0.011014,1.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,1,4
2264,api,2025-11-13,0.018528,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,2,7
2265,api,2025-11-13,0.051671,0.871212,0.128788,0.871212,0.0,0.075758,0.0,0.05303,396.0,1,6
2267,api,2025-11-13,0.010293,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,1,4
2310,api,2025-11-13,1.253596,0.679121,0.320879,0.664536,0.014585,0.054012,0.16063,0.106237,11138.0,35,374
2320,api,2025-11-13,0.294953,0.679096,0.320904,0.650237,0.028859,0.030766,0.14441,0.145728,2649.9,3,22
2330,api,2025-11-13,0.029629,0.492496,0.507504,0.492496,0.0,0.057849,0.084413,0.365242,253.0,1,11
2341,api,2025-11-13,0.041357,0.61908,0.38092,0.61908,0.0,0.03677,0.119508,0.224642,354.8,2,20
2342,api,2025-11-13,0.005571,0.680741,0.319259,0.680741,0.0,0.084078,0.0,0.235181,38.9,2,7
2351,api,2025-11-13,0.595867,0.794259,0.205741,0.785185,0.009074,0.137593,0.040741,0.027407,5400.0,1,19
2352,api,2025-11-13,0.099356,0.735989,0.264011,0.735989,0.0,0.089793,0.030557,0.143661,758.6,5,33
2353,api,2025-11-13,0.734784,0.571692,0.428308,0.555907,0.015785,0.078471,0.111916,0.237922,6466.6,3,34
2354,api,2025-11-13,0.059491,0.573154,0.426846,0.537006,0.036149,0.088637,0.115475,0.222734,497.9,1,11
2355,api,2025-11-13,0.588659,0.550014,0.449986,0.526336,0.023677,0.093291,0.103286,0.253409,5316.9,2,20
2356,api,2025-11-13,0.023365,0.768362,0.231638,0.768362,0.0,0.0,0.231638,0.0,177.0,1,5
2359,api,2025-11-13,0.631379,0.641582,0.358418,0.635979,0.005603,0.144999,0.045549,0.16787,5574.0,2,20
2411,api,2025-11-13,0.209362,0.68234,0.31766,0.675967,0.006373,0.0,0.24462,0.07304,1749.0,2,17
2412,api,2025-11-13,0.275855,0.966129,0.033871,0.966129,0.0,0.007018,0.0,0.026854,2342.0,2,17
2413,api,2025-11-13,0.174674,0.95561,0.04439,0.95561,0.0,0.0,0.0,0.04439,1516.0,3,10
2421,api,2025-11-13,0.14678,0.931662,0.068338,0.931662,0.0,0.068338,0.0,0.0,1205.0,2,19
2422,api,2025-11-13,0.610484,0.945868,0.054132,0.938933,0.006935,0.025043,0.010788,0.018301,5191.0,1,35
2423,api,2025-11-13,0.516508,0.889752,0.110248,0.879133,0.010619,0.05464,0.028789,0.02682,3949.0,4,27
2424,api,2025-11-13,0.023365,0.768362,0.231638,0.768362,0.0,0.0,0.231638,0.0,177.0,1,5
2431,api,2025-11-13,1.447003,0.87019,0.12981,0.831668,0.038523,0.111931,0.006187,0.011692,13215.0,2,23
2432,api,2025-11-13,0.156043,0.947608,0.052392,0.947608,0.0,0.037965,0.014427,0.0,1317.0,1,9
2433,api,2025-11-13,1.021899,0.94202,0.05798,0.887206,0.054815,0.010203,0.019333,0.028444,8755.0,2,28
2434,api,2025-11-13,1.305576,0.945499,0.054501,0.899234,0.046265,0.01133,0.02008,0.023091,11258.0,3,37
2511,api,2025-11-13,2.985512,0.74454,0.25546,0.693873,0.050667,0.036527,0.085107,0.133826,23011.0,2,26
2512,api,2025-11-13,17.292298,0.84532,0.15468,0.477573,0.367747,0.108962,0.017315,0.028403,159659.0,2,17
2513,api,2025-11-13,3.12519,0.876453,0.123547,0.812476,0.063978,0.086938,0.022997,0.013611,27220.5,1,20
2514,api,2025-11-13,3.412264,0.838061,0.161939,0.700003,0.138058,0.081666,0.028162,0.052111,29437.0,1,11
2519,api,2025-11-13,12.736471,0.831294,0.168706,0.731051,0.100243,0.059332,0.058525,0.050848,108431.5,1,141
2521,api,2025-11-13,2.494429,0.832825,0.167175,0.57896,0.253864,0.034065,0.096477,0.036633,20637.0,1,12
2522,api,2025-11-13,0.823551,0.833999,0.166001,0.419617,0.414382,0.011021,0.055931,0.099049,7259.0,1,8
2523,api,2025-11-13,0.379506,0.938077,0.061923,0.876154,0.061923,0.0,0.046923,0.015,2600.0,1,20
2529,api,2025-11-13,12.991431,0.843587,0.156413,0.753923,0.089664,0.047616,0.062301,0.046496,110353.5,2,148
2611,api,2025-11-13,0.015028,0.56383,0.43617,0.56383,0.0,0.0,0.0,0.43617,94.0,1,5
2612,api,2025-11-13,0.041996,0.869416,0.130584,0.869416,0.0,0.037801,0.025773,0.06701,345.0,2,5
2619,api,2025-11-13,0.012455,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,1,4
2621,api,2025-11-13,0.112401,0.882821,0.117179,0.882821,0.0,0.070668,0.046512,0.0,939.0,2,9
2622,api,2025-11-13,0.20895,0.867681,0.132319,0.808743,0.058938,0.071493,0.0,0.060826,1841.0,2,13
2631,api,2025-11-13,0.030056,1.0,0.0,1.0,0.0,0.0,0.0,0.0,222.0,1,6
2632,api,2025-11-13,0.188981,0.924074,0.075926,0.924074,0.0,0.0,0.056173,0.019753,1552.0,3,18
2633,api,2025-11-13,0.141324,0.858331,0.141669,0.858331,0.0,0.039709,0.0,0.101961,1236.0,3,13
2634,api,2025-11-13,0.461131,0.713339,0.286661,0.665503,0.047837,0.051712,0.032722,0.202227,3117.0,2,24
2635,api,2025-11-13,0.232727,0.756127,0.243873,0.712703,0.043424,0.037865,0.009331,0.196678,1355.0,5,24
2636,api,2025-11-13,0.103857,0.889039,0.110961,0.889039,0.0,0.020298,0.010149,0.080514,787.0,2,5
2641,api,2025-11-13,1.849463,0.78391,0.21609,0.759121,0.024789,0.173709,0.036335,0.006045,17122.0,3,28
2642,api,2025-11-13,0.766836,0.844996,0.155004,0.842816,0.00218,0.060797,0.047189,0.047018,7061.0,2,17
2643,api,2025-11-13,0.225522,0.97486,0.02514,0.97486,0.0,0.015744,0.009396,0.0,2035.0,2,10
2651,api,2025-11-13,0.30025,0.868873,0.131127,0.827603,0.04127,0.131127,0.0,0.0,2596.0,2,15
2652,api,2025-11-13,0.023468,0.840909,0.159091,0.840909,0.0,0.159091,0.0,0.0,136.0,2,5
2653,api,2025-11-13,0.09902,0.744027,0.255973,0.617747,0.12628,0.255973,0.0,0.0,879.0,1,4
2654,api,2025-11-13,0.487687,0.85853,0.14147,0.810991,0.047539,0.137217,0.004252,0.0,4391.0,3,31
2655,api,2025-11-13,1.29868,0.70661,0.29339,0.531296,0.175314,0.288774,0.0,0.004616,10832.0,1,6
2656,api,2025-11-13,0.052598,1.0,0.0,1.0,0.0,0.0,0.0,0.0,447.0,2,7
3112,api,2025-11-13,0.158925,0.976815,0.023185,0.976815,0.0,0.003629,0.016129,0.003427,1374.0,4,8
3113,api,2025-11-13,0.04251,0.839623,0.160377,0.698113,0.141509,0.050314,0.053459,0.056604,318.0,1,6
3114,api,2025-11-13,0.04251,0.839623,0.160377,0.698113,0.141509,0.050314,0.053459,0.056604,318.0,1,3
3115,api,2025-11-13,0.187437,0.830716,0.169284,0.820936,0.00978,0.0,0.169284,0.0,1529.0,2,23
3116,api,2025-11-13,0.10746,0.94132,0.05868,0.92176,0.01956,0.0,0.05868,0.0,818.0,1,17
3117,api,2025-11-13,0.229536,0.945368,0.054632,0.935588,0.00978,0.0,0.054632,0.0,1846.0,2,21
3118,api,2025-11-13,0.291809,0.948561,0.051439,0.948561,0.0,0.051439,0.0,0.0,2514.0,3,20
3119,api,2025-11-13,0.242814,0.875573,0.124427,0.872313,0.00326,0.003663,0.117651,0.003114,1924.0,6,31
3121,api,2025-11-13,0.096755,1.0,0.0,1.0,0.0,0.0,0.0,0.0,799.0,1,7
3123,api,2025-11-13,0.096755,1.0,0.0,1.0,0.0,0.0,0.0,0.0,799.0,1,7
3131,api,2025-11-13,0.09799,0.956028,0.043972,0.956028,0.0,0.0,0.043972,0.0,705.0,1,2
3132,api,2025-11-13,0.006691,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,1,1
3134,api,2025-11-13,0.024806,1.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0,2,2
3139,api,2025-11-13,0.388359,0.850507,0.149493,0.552646,0.29786,0.092624,0.027027,0.029842,3552.0,1,3
