code,level,field,name,field_name,n_total,n_employed,share_employed,share_studying,n_occ,exposure_v1,exposure_v2,q5_v1,q5_v2,automation,automation_coverage,task_coverage,task_exposure,task_automation,n_recent,q_v1,q_v2
621,6,2,Førskole-/barnehagelærerutdanninger,Lærerutdanninger og pedagogikk,47476,41382,0.8716,0.018,152,0.2845,0.198,0.0437,0.0559,0.4467,0.9938,0.9977,0.2767,0.4043,5653,"[0.0298, 0.6734, 0.1509, 0.1022, 0.0437]","[0.0107, 0.6565, 0.1866, 0.0904, 0.0559]"
622,6,2,Allmenn-/grunnskolelærerutdanninger,Lærerutdanninger og pedagogikk,41301,36073,0.8734,0.0374,189,0.3562,0.3229,0.0573,0.0722,0.3786,0.9876,0.995,0.3517,0.3459,3689,"[0.0235, 0.0311, 0.7845, 0.1036, 0.0573]","[0.0189, 0.0389, 0.7891, 0.0809, 0.0722]"
669,6,6,"Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag",39999,34332,0.8583,0.0177,192,0.3489,0.3054,0.0816,0.101,0.3642,0.9593,0.9988,0.3313,0.3618,3939,"[0.0739, 0.0717, 0.6401, 0.1327, 0.0816]","[0.0548, 0.0911, 0.6396, 0.1134, 0.101]"
655,6,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag","Naturvitenskap, håndverk og teknikk",35576,30951,0.87,0.051,189,0.4367,0.4452,0.2112,0.2114,0.4116,0.9234,0.983,0.4273,0.3911,2323,"[0.0311, 0.0411, 0.301, 0.4156, 0.2112]","[0.0264, 0.0455, 0.2665, 0.4502, 0.2114]"
654,6,5,Informasjons- og datateknologi,"Naturvitenskap, håndverk og teknikk",35496,29648,0.8352,0.0665,191,0.5872,0.6638,0.7083,0.7341,0.4498,0.987,0.9956,0.5902,0.3827,3471,"[0.0205, 0.0216, 0.1004, 0.1492, 0.7083]","[0.025, 0.0288, 0.0882, 0.1239, 0.7341]"
662,6,6,Sosialfag,"Helse-, sosial- og idrettsfag",33811,28676,0.8481,0.0289,134,0.3657,0.3675,0.1636,0.1855,0.3623,0.9904,0.9973,0.3699,0.3438,3762,"[0.0604, 0.0779, 0.6105, 0.0876, 0.1636]","[0.0102, 0.0994, 0.6299, 0.0751, 0.1855]"
625,6,2,Videreutdanninger for lærere,Lærerutdanninger og pedagogikk,33531,29047,0.8663,0.0035,195,0.3667,0.3344,0.0832,0.107,0.3797,0.9887,0.9958,0.3581,0.3453,4468,"[0.0186, 0.0872, 0.6692, 0.1418, 0.0832]","[0.0087, 0.0923, 0.6774, 0.1146, 0.107]"
623,6,2,Fag- og yrkesfaglærerutdanninger,Lærerutdanninger og pedagogikk,31870,26926,0.8449,0.0327,211,0.368,0.346,0.0919,0.1106,0.3534,0.9851,0.9964,0.361,0.3324,3745,"[0.0252, 0.0465, 0.7234, 0.113, 0.0919]","[0.0207, 0.0482, 0.7279, 0.0925, 0.1106]"
699,6,9,Uoppgitt faggruppe,Uoppgitt fagfelt,31864,20329,0.638,0.0258,298,0.3144,0.3141,0.1864,0.2204,0.4398,0.9321,0.9967,0.3115,0.4179,2325,"[0.24, 0.1819, 0.2437, 0.1481, 0.1864]","[0.2426, 0.1744, 0.2555, 0.107, 0.2204]"
659,6,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitenskap, håndverk og teknikk",27875,20260,0.7268,0.0646,281,0.4119,0.4348,0.2919,0.3258,0.4355,0.9242,0.9986,0.4038,0.3842,1330,"[0.1347, 0.0958, 0.2046, 0.273, 0.2919]","[0.1274, 0.1122, 0.1921, 0.2425, 0.3258]"
642,6,4,Handel og markedsføring,Økonomiske og administrative fag,26789,23189,0.8656,0.0288,172,0.5294,0.6044,0.5028,0.7265,0.4378,0.9916,0.9994,0.5181,0.439,2359,"[0.0167, 0.0215, 0.1124, 0.3466, 0.5028]","[0.0153, 0.0259, 0.114, 0.1183, 0.7265]"
619,6,1,"Humanistiske og estetiske fag, andre",Humanistiske og estetiske fag,26157,18184,0.6952,0.0224,271,0.4433,0.4771,0.3564,0.4475,0.4343,0.9651,0.9925,0.4391,0.4069,404,"[0.08, 0.0878, 0.2243, 0.2515, 0.3564]","[0.0673, 0.106, 0.2204, 0.1588, 0.4475]"
682,6,8,Sikkerhet,"Samferdsel, sikkerhet og service",24064,22127,0.9195,0.0241,182,0.4084,0.4324,0.1156,0.1535,0.2652,0.8688,0.885,0.361,0.3891,2596,"[0.0218, 0.0153, 0.6898, 0.1576, 0.1156]","[0.0151, 0.1018, 0.0842, 0.6455, 0.1535]"
665,6,6,Terapeutiske fag,"Helse-, sosial- og idrettsfag",16819,11860,0.7052,0.0241,101,0.3159,0.3185,0.1037,0.1272,0.3341,0.9934,0.9993,0.3132,0.3385,1288,"[0.0534, 0.3954, 0.3667, 0.0808, 0.1037]","[0.0077, 0.0849, 0.7222, 0.0581, 0.1272]"
657,6,5,Bygg- og anleggsfag,"Naturvitenskap, håndverk og teknikk",16325,13711,0.8399,0.069,143,0.448,0.4594,0.1368,0.176,0.3263,0.971,0.9963,0.4219,0.3923,1473,"[0.0289, 0.0249, 0.1166, 0.6928, 0.1368]","[0.0285, 0.0337, 0.1833, 0.5785, 0.176]"
635,6,3,Medie- og informasjonsfag,Samfunnsfag og juridiske fag,15626,11897,0.7614,0.0587,119,0.5433,0.6201,0.6066,0.6888,0.4348,0.9798,0.9887,0.5402,0.3671,1273,"[0.0228, 0.0399, 0.1393, 0.1914, 0.6066]","[0.0315, 0.0347, 0.1525, 0.0925, 0.6888]"
649,6,4,"Økonomiske og administrative fag, andre",Økonomiske og administrative fag,15146,10844,0.716,0.0156,213,0.3628,0.3716,0.2411,0.3103,0.4411,0.9561,0.9997,0.359,0.4365,668,"[0.2175, 0.1323, 0.1639, 0.2452, 0.2411]","[0.1976, 0.1427, 0.1968, 0.1527, 0.3103]"
624,6,2,Utdanninger i pedagogikk,Lærerutdanninger og pedagogikk,11372,9468,0.8326,0.0421,114,0.3383,0.3129,0.1077,0.1291,0.4003,0.9896,0.996,0.3418,0.3652,1494,"[0.0627, 0.2126, 0.5059, 0.1112, 0.1077]","[0.0265, 0.2002, 0.5534, 0.0908, 0.1291]"
631,6,3,Statsvitenskapelige fag,Samfunnsfag og juridiske fag,9524,7001,0.7351,0.1219,137,0.4646,0.512,0.4308,0.5171,0.4431,0.976,0.9921,0.4591,0.4067,556,"[0.0499, 0.0664, 0.2473, 0.2055, 0.4308]","[0.0564, 0.0901, 0.2181, 0.1182, 0.5171]"
613,6,1,Historisk-filosofiske utdanninger,Humanistiske og estetiske fag,9408,6148,0.6535,0.1239,142,0.4417,0.4727,0.3861,0.4288,0.4496,0.9746,0.9964,0.4376,0.4148,527,"[0.0532, 0.0904, 0.3023, 0.168, 0.3861]","[0.0612, 0.0898, 0.294, 0.1262, 0.4288]"
616,6,1,Bildende kunst og kunsthåndverk,Humanistiske og estetiske fag,8899,5384,0.605,0.0726,106,0.438,0.4875,0.3834,0.494,0.4585,0.9753,0.9915,0.4334,0.4425,638,"[0.0516, 0.0931, 0.2884, 0.1835, 0.3834]","[0.0755, 0.0599, 0.2814, 0.0892, 0.494]"
636,6,3,Psykologiske fag,Samfunnsfag og juridiske fag,8816,6223,0.7059,0.1606,136,0.3541,0.3524,0.1855,0.2307,0.3897,0.9817,0.9947,0.3557,0.4115,1023,"[0.1326, 0.1086, 0.4483, 0.125, 0.1855]","[0.0572, 0.2368, 0.3905, 0.0848, 0.2307]"
637,6,3,Juridiske fag,Samfunnsfag og juridiske fag,8758,6374,0.7278,0.1677,126,0.4962,0.5501,0.4874,0.5658,0.4346,0.9849,0.9991,0.4891,0.4285,756,"[0.041, 0.0341, 0.1943, 0.2432, 0.4874]","[0.0341, 0.0795, 0.1572, 0.1635, 0.5658]"
615,6,1,"Musikk, dans og drama",Humanistiske og estetiske fag,8745,5187,0.5931,0.0674,109,0.3775,0.3436,0.2298,0.1535,0.3978,0.9412,0.9597,0.3754,0.3892,578,"[0.0564, 0.1806, 0.4013, 0.1319, 0.2298]","[0.0936, 0.1284, 0.4211, 0.2035, 0.1535]"
639,6,3,"Samfunnsfag og juridiske fag, andre",Samfunnsfag og juridiske fag,8235,5804,0.7048,0.0485,184,0.4196,0.458,0.339,0.4298,0.4307,0.9666,0.9957,0.4131,0.3924,364,"[0.1163, 0.0923, 0.2275, 0.2249, 0.339]","[0.103, 0.1125, 0.2322, 0.1225, 0.4298]"
644,6,4,Hotell- og reiselivsfag,Økonomiske og administrative fag,7997,6805,0.8509,0.0194,126,0.4954,0.5456,0.4559,0.6086,0.4603,0.9888,0.9987,0.4894,0.4651,448,"[0.0377, 0.0694, 0.1119, 0.325, 0.4559]","[0.0478, 0.0511, 0.1388, 0.1538, 0.6086]"
611,6,1,Språkutdanninger,Humanistiske og estetiske fag,6571,4379,0.6664,0.0727,104,0.4762,0.5195,0.4825,0.5449,0.4556,0.9916,1.0,0.4769,0.4408,225,"[0.0594, 0.0685, 0.2462, 0.1434, 0.4825]","[0.0466, 0.0701, 0.2578, 0.0806, 0.5449]"
668,6,6,Idrettsfag,"Helse-, sosial- og idrettsfag",6057,4776,0.7885,0.0903,120,0.349,0.3353,0.1585,0.1954,0.385,0.9276,0.9931,0.3489,0.3926,590,"[0.0986, 0.1331, 0.4931, 0.1168, 0.1585]","[0.062, 0.1623, 0.4984, 0.0818, 0.1954]"
629,6,2,"Lærerutdanninger og utdanninger i pedagogikk, andre",Lærerutdanninger og pedagogikk,5883,3934,0.6687,0.019,131,0.2553,0.23,0.073,0.0835,0.4283,0.9558,0.998,0.2634,0.3961,112,"[0.2458, 0.2875, 0.3142, 0.0796, 0.073]","[0.2048, 0.2618, 0.3958, 0.054, 0.0835]"
681,6,8,Samferdsel,"Samferdsel, sikkerhet og service",5341,4622,0.8654,0.0339,89,0.4216,0.4516,0.272,0.3793,0.6537,0.9158,0.9344,0.4383,0.4338,448,"[0.0234, 0.019, 0.4404, 0.2451, 0.272]","[0.0204, 0.0241, 0.4286, 0.1477, 0.3793]"
652,6,5,Fysiske og kjemiske fag,"Naturvitenskap, håndverk og teknikk",5207,3755,0.7211,0.1809,99,0.4002,0.41,0.1567,0.1575,0.4251,0.9585,0.9992,0.3956,0.3812,287,"[0.053, 0.0259, 0.4288, 0.3356, 0.1567]","[0.0528, 0.0501, 0.3675, 0.3721, 0.1575]"
651,6,5,Biologiske fag,"Naturvitenskap, håndverk og teknikk",4179,2598,0.6217,0.2422,94,0.391,0.3965,0.2025,0.2302,0.3952,0.99,1.0,0.3766,0.4253,224,"[0.0508, 0.1313, 0.3618, 0.2537, 0.2025]","[0.0712, 0.1501, 0.321, 0.2275, 0.2302]"
689,6,8,"Samferdsels- og sikkerhetsfag og andre servicefag, andre","Samferdsel, sikkerhet og service",3802,2766,0.7275,0.0079,157,0.3385,0.3445,0.2082,0.2968,0.4669,0.9244,1.0,0.331,0.4588,47,"[0.2325, 0.1291, 0.2108, 0.2195, 0.2082]","[0.2162, 0.1681, 0.2122, 0.1067, 0.2968]"
632,6,3,Sosiologiske fag,Samfunnsfag og juridiske fag,3748,2784,0.7428,0.1134,102,0.4272,0.4626,0.3477,0.434,0.4281,0.9864,0.9989,0.4319,0.4175,354,"[0.0758, 0.0841, 0.3161, 0.1764, 0.3477]","[0.0561, 0.1108, 0.3035, 0.0956, 0.434]"
612,6,1,Litteratur- og bibliotekutdanninger,Humanistiske og estetiske fag,3287,2533,0.7706,0.0408,62,0.5328,0.5658,0.7229,0.3257,0.4494,0.9818,1.0,0.5247,0.3964,167,"[0.0193, 0.0221, 0.0853, 0.1504, 0.7229]","[0.0162, 0.0308, 0.0797, 0.5476, 0.3257]"
663,6,6,Medisin,"Helse-, sosial- og idrettsfag",2942,1655,0.5625,0.3708,39,0.3172,0.2246,0.0647,0.0689,0.3033,0.9752,1.0,0.3002,0.3932,382,"[0.1196, 0.0411, 0.5662, 0.2085, 0.0647]","[0.0502, 0.5698, 0.2495, 0.0616, 0.0689]"
614,6,1,Religionsutdanninger,Humanistiske og estetiske fag,2692,1843,0.6846,0.088,64,0.3601,0.3714,0.1812,0.2483,0.4248,0.8513,0.8698,0.3666,0.3993,214,"[0.0912, 0.1248, 0.509, 0.0939, 0.1812]","[0.0998, 0.126, 0.3843, 0.1416, 0.2483]"
679,6,7,"Primærnæringsfag, andre",Primærnæringsfag,2487,1591,0.6397,0.0418,113,0.2703,0.2589,0.1232,0.171,0.4144,0.8938,1.0,0.2581,0.4584,127,"[0.2753, 0.2483, 0.2005, 0.1527, 0.1232]","[0.2357, 0.3206, 0.2036, 0.0691, 0.171]"
634,6,3,Samfunnsøkonomiske fag,Samfunnsfag og juridiske fag,2213,1586,0.7167,0.1744,81,0.5202,0.5792,0.5281,0.6363,0.4237,0.988,0.9968,0.5069,0.3985,97,"[0.0392, 0.0272, 0.1613, 0.2441, 0.5281]","[0.0525, 0.0525, 0.1278, 0.1309, 0.6363]"
664,6,6,Tannhelsefag,"Helse-, sosial- og idrettsfag",2177,1539,0.7069,0.1043,27,0.2833,0.1646,0.0494,0.05,0.2563,0.9487,1.0,0.2639,0.4872,191,"[0.037, 0.0663, 0.8239, 0.0234, 0.0494]","[0.0591, 0.7953, 0.0767, 0.0188, 0.05]"
638,6,3,Sosialantropologiske fag,Samfunnsfag og juridiske fag,1482,997,0.6727,0.1289,67,0.4147,0.4474,0.3521,0.4118,0.4354,0.9739,0.989,0.4147,0.4208,86,"[0.0802, 0.1204, 0.3049, 0.1424, 0.3521]","[0.0913, 0.1227, 0.286, 0.0882, 0.4118]"
666,6,6,Apotekfag,"Helse-, sosial- og idrettsfag",1438,1209,0.8408,0.0841,22,0.4216,0.4241,0.0306,0.0546,0.8195,0.9975,1.0,0.4205,0.562,207,"[0.0157, 0.0025, 0.1811, 0.7701, 0.0306]","[0.0041, 0.0256, 0.1696, 0.7461, 0.0546]"
601,6,0,Allmenne fag,Allmenne fag,1387,876,0.6316,0.0195,80,0.2943,0.2933,0.1678,0.21,0.4539,0.9326,1.0,0.2939,0.4099,3,"[0.2957, 0.1781, 0.2078, 0.1507, 0.1678]","[0.274, 0.2066, 0.2158, 0.0936, 0.21]"
656,6,5,Geofag,"Naturvitenskap, håndverk og teknikk",1240,830,0.6694,0.2653,34,0.4363,0.4551,0.2325,0.1976,0.4178,0.988,1.0,0.4175,0.3985,68,"[0.0313, 0.0181, 0.2892, 0.4289, 0.2325]","[0.0663, 0.0506, 0.1663, 0.5193, 0.1976]"
658,6,5,Fabrikasjon og utvinning,"Naturvitenskap, håndverk og teknikk",982,812,0.8269,0.053,44,0.3985,0.397,0.1933,0.2229,0.4416,1.0,1.0,0.3881,0.3959,22,"[0.1022, 0.0357, 0.415, 0.2537, 0.1933]","[0.1022, 0.0185, 0.447, 0.2094, 0.2229]"
674,6,7,Skogbruk,Primærnæringsfag,975,692,0.7097,0.079,49,0.3993,0.3922,0.2733,0.3125,0.4578,0.9465,0.9942,0.3824,0.4596,40,"[0.0683, 0.0799, 0.4084, 0.1701, 0.2733]","[0.077, 0.3081, 0.1439, 0.1584, 0.3125]"
633,6,3,Samfunnsgeografiske fag,Samfunnsfag og juridiske fag,813,528,0.6494,0.2226,48,0.4423,0.49,0.4362,0.4514,0.4732,0.983,0.9943,0.4297,0.4462,56,"[0.0571, 0.0762, 0.3067, 0.1238, 0.4362]","[0.0667, 0.0895, 0.2838, 0.1086, 0.4514]"
671,6,7,Fiske og havbruk,Primærnæringsfag,813,672,0.8266,0.1169,41,0.3477,0.3364,0.1548,0.2292,0.2408,1.0,1.0,0.3444,0.4684,102,"[0.0461, 0.381, 0.1935, 0.2247, 0.1548]","[0.0387, 0.4033, 0.1726, 0.1562, 0.2292]"
653,6,5,Matematikk og statistikk,"Naturvitenskap, håndverk og teknikk",658,336,0.5106,0.2675,29,0.5125,0.532,0.506,0.4851,0.4278,1.0,1.0,0.5096,0.3617,29,"[0.0208, 0.0714, 0.2708, 0.131, 0.506]","[0.1042, 0.0506, 0.2083, 0.1518, 0.4851]"
667,6,6,Veterinærfag,"Helse-, sosial- og idrettsfag",574,374,0.6516,0.284,12,0.2407,0.1884,0.0348,0.0187,0.2855,1.0,1.0,0.2368,0.4525,47,"[0.0241, 0.6791, 0.2326, 0.0294, 0.0348]","[0.008, 0.8182, 0.139, 0.016, 0.0187]"
672,6,7,Jordbruk,Primærnæringsfag,481,280,0.5821,0.0229,30,0.3682,0.3864,0.25,0.3464,0.378,0.9607,1.0,0.3424,0.4814,32,"[0.0929, 0.2143, 0.1679, 0.275, 0.25]","[0.0679, 0.225, 0.1929, 0.1679, 0.3464]"
741,7,4,Økonomisk-administrative fag,Økonomiske og administrative fag,57984,52969,0.9135,0.0059,188,0.5526,0.6475,0.4722,0.7133,0.4093,0.9888,0.9919,0.539,0.3808,8298,"[0.0049, 0.0052, 0.0552, 0.4625, 0.4722]","[0.0048, 0.0066, 0.0518, 0.2235, 0.7133]"
759,7,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre","Naturvitenskap, håndverk og teknikk",31107,26303,0.8456,0.0105,240,0.4835,0.5286,0.3295,0.3836,0.4099,0.9736,0.9992,0.4744,0.3766,2601,"[0.0481, 0.0316, 0.1773, 0.4135, 0.3295]","[0.0475, 0.032, 0.15, 0.3869, 0.3836]"
763,7,6,Medisin,"Helse-, sosial- og idrettsfag",29458,22528,0.7647,0.01,90,0.439,0.2473,0.0191,0.0264,0.2285,0.9922,0.9934,0.4266,0.2936,2718,"[0.0075, 0.0037, 0.0338, 0.9359, 0.0191]","[0.0022, 0.0158, 0.892, 0.0635, 0.0264]"
737,7,3,Juridiske fag,Samfunnsfag og juridiske fag,28438,24280,0.8538,0.0048,112,0.5035,0.6774,0.3342,0.7788,0.3669,0.9953,0.9978,0.4875,0.3236,2639,"[0.002, 0.0028, 0.0208, 0.6402, 0.3342]","[0.0019, 0.0051, 0.0192, 0.195, 0.7788]"
755,7,5,"Utdanninger i elektrofag, mekaniske fag og maskinfag","Naturvitenskap, håndverk og teknikk",20571,19406,0.9434,0.0031,116,0.5058,0.5319,0.3327,0.2842,0.3974,0.988,0.9986,0.4967,0.3727,1989,"[0.0037, 0.0025, 0.2073, 0.4537, 0.3327]","[0.0029, 0.0033, 0.157, 0.5526, 0.2842]"
757,7,5,Bygg- og anleggsfag,"Naturvitenskap, håndverk og teknikk",16367,14937,0.9126,0.0051,91,0.4938,0.5657,0.1148,0.4237,0.3115,0.9972,0.9998,0.458,0.3753,1727,"[0.0014, 0.0033, 0.0368, 0.8437, 0.1148]","[0.0019, 0.0019, 0.0721, 0.5004, 0.4237]"
799,7,9,Uoppgitt faggruppe,Uoppgitt fagfelt,14310,9091,0.6353,0.021,247,0.3582,0.3672,0.1982,0.2395,0.4393,0.9514,0.9981,0.3579,0.3939,1736,"[0.1731, 0.1497, 0.2332, 0.2457, 0.1982]","[0.1899, 0.1221, 0.2335, 0.215, 0.2395]"
754,7,5,Informasjons- og datateknologi,"Naturvitenskap, håndverk og teknikk",13158,12003,0.9122,0.0035,89,0.6425,0.7331,0.8043,0.8162,0.4455,0.999,0.9997,0.6534,0.3637,1720,"[0.0017, 0.0028, 0.0486, 0.1427, 0.8043]","[0.0027, 0.002, 0.043, 0.1361, 0.8162]"
724,7,2,Utdanninger i pedagogikk,Lærerutdanninger og pedagogikk,12799,11758,0.9187,0.0036,80,0.4056,0.3883,0.1188,0.142,0.3666,0.9969,0.999,0.3917,0.3316,2243,"[0.0077, 0.0549, 0.5168, 0.3018, 0.1188]","[0.002, 0.0546, 0.5243, 0.2771, 0.142]"
769,7,6,"Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag",12100,9945,0.8219,0.0093,130,0.4045,0.4069,0.2159,0.221,0.3654,0.9886,0.9997,0.3897,0.3349,1411,"[0.0805, 0.0733, 0.3768, 0.2535, 0.2159]","[0.0322, 0.0982, 0.4093, 0.2394, 0.221]"
736,7,3,Psykologiske fag,Samfunnsfag og juridiske fag,12097,10101,0.835,0.0079,86,0.4784,0.4963,0.0947,0.1467,0.2352,0.9956,0.9979,0.4479,0.2979,1571,"[0.0086, 0.0076, 0.0588, 0.8302, 0.0947]","[0.003, 0.0149, 0.0566, 0.7788, 0.1467]"
731,7,3,Statsvitenskapelige fag,Samfunnsfag og juridiske fag,10547,9750,0.9244,0.0082,111,0.527,0.6182,0.4975,0.6075,0.422,0.9786,0.9883,0.5113,0.3755,1105,"[0.0036, 0.0054, 0.1396, 0.3538, 0.4975]","[0.0029, 0.0152, 0.121, 0.2534, 0.6075]"
752,7,5,Fysiske og kjemiske fag,"Naturvitenskap, håndverk og teknikk",9644,8831,0.9157,0.0099,95,0.4628,0.495,0.2275,0.2105,0.4016,0.9702,0.9997,0.4577,0.3577,795,"[0.0086, 0.0034, 0.291, 0.4695, 0.2275]","[0.0071, 0.0044, 0.2329, 0.5451, 0.2105]"
749,7,4,"Økonomiske og administrative fag, andre",Økonomiske og administrative fag,9165,5999,0.6546,0.0121,182,0.4089,0.4387,0.3216,0.4297,0.4399,0.9575,0.9988,0.4039,0.4238,607,"[0.179, 0.0988, 0.1687, 0.2319, 0.3216]","[0.1759, 0.099, 0.1827, 0.1127, 0.4297]"
751,7,5,Biologiske fag,"Naturvitenskap, håndverk og teknikk",8138,7189,0.8834,0.014,101,0.4686,0.5059,0.3241,0.3334,0.3726,0.9929,1.0,0.4463,0.3549,874,"[0.0051, 0.0177, 0.2871, 0.366, 0.3241]","[0.007, 0.0193, 0.2852, 0.3551, 0.3334]"
739,7,3,"Samfunnsfag og juridiske fag, andre",Samfunnsfag og juridiske fag,7902,5905,0.7473,0.018,167,0.477,0.5519,0.441,0.5662,0.4355,0.979,0.9975,0.4666,0.3917,838,"[0.071, 0.0562, 0.1477, 0.2842, 0.441]","[0.0659, 0.0576, 0.1542, 0.1562, 0.5662]"
713,7,1,Historisk-filosofiske utdanninger,Humanistiske og estetiske fag,7895,6672,0.8451,0.0198,92,0.478,0.5327,0.375,0.4738,0.4032,0.9877,0.9996,0.4627,0.3609,599,"[0.0078, 0.0136, 0.3371, 0.2665, 0.375]","[0.006, 0.0253, 0.3272, 0.1676, 0.4738]"
722,7,2,Allmenn-/grunnskolelærerutdanninger,Lærerutdanninger og pedagogikk,7074,6800,0.9613,0.0106,39,0.3397,0.2938,0.0097,0.0107,0.3665,0.9976,0.999,0.3373,0.3338,508,"[0.0063, 0.0137, 0.9494, 0.0209, 0.0097]","[0.0087, 0.0074, 0.9547, 0.0185, 0.0107]"
719,7,1,"Humanistiske og estetiske fag, andre",Humanistiske og estetiske fag,7007,4850,0.6922,0.0198,180,0.4066,0.4196,0.2788,0.3122,0.4165,0.9691,0.9905,0.4043,0.3789,464,"[0.0805, 0.1125, 0.332, 0.1962, 0.2788]","[0.086, 0.0901, 0.332, 0.1796, 0.3122]"
761,7,6,Pleie- og omsorgsfag,"Helse-, sosial- og idrettsfag",6422,6163,0.9597,0.0017,35,0.4041,0.3399,0.0402,0.0509,0.253,0.9984,1.0,0.3761,0.3013,1353,"[0.0005, 0.0084, 0.81, 0.1408, 0.0402]","[0.001, 0.0011, 0.8168, 0.1301, 0.0509]"
723,7,2,Fag- og yrkesfaglærerutdanninger,Lærerutdanninger og pedagogikk,6393,6087,0.9521,0.0144,55,0.3639,0.3347,0.055,0.0572,0.3376,0.9985,0.999,0.3573,0.3245,1573,"[0.0026, 0.0064, 0.8638, 0.0721, 0.055]","[0.0015, 0.0054, 0.8681, 0.0678, 0.0572]"
764,7,6,Tannhelsefag,"Helse-, sosial- og idrettsfag",5611,3093,0.5512,0.0141,24,0.1978,0.1877,0.0163,0.0443,0.5653,0.9916,0.9916,0.1944,0.3563,267,"[0.0059, 0.8735, 0.0297, 0.0747, 0.0163]","[0.001, 0.896, 0.0121, 0.0466, 0.0443]"
729,7,2,"Lærerutdanninger og utdanninger i pedagogikk, andre",Lærerutdanninger og pedagogikk,5375,3835,0.7135,0.0099,110,0.304,0.2761,0.0801,0.0855,0.4065,0.9726,0.9974,0.3101,0.3546,717,"[0.1296, 0.2029, 0.5077, 0.0798, 0.0801]","[0.131, 0.1422, 0.5757, 0.0656, 0.0855]"
711,7,1,Språkutdanninger,Humanistiske og estetiske fag,5094,4347,0.8534,0.0122,59,0.4223,0.4282,0.2204,0.2221,0.3562,0.9954,0.9993,0.411,0.3362,440,"[0.0039, 0.0136, 0.6052, 0.1569, 0.2204]","[0.0051, 0.0131, 0.6059, 0.1538, 0.2221]"
715,7,1,"Musikk, dans og drama",Humanistiske og estetiske fag,4359,3276,0.7515,0.0039,59,0.4339,0.3916,0.2678,0.1027,0.3246,0.9661,0.9783,0.4219,0.3221,346,"[0.0062, 0.0245, 0.5241, 0.1774, 0.2678]","[0.0078, 0.0178, 0.5323, 0.3395, 0.1027]"
756,7,5,Geofag,"Naturvitenskap, håndverk og teknikk",4115,3859,0.9378,0.0032,65,0.476,0.5305,0.2047,0.2094,0.4163,0.9829,1.0,0.4669,0.3769,497,"[0.0163, 0.0026, 0.177, 0.5994, 0.2047]","[0.0171, 0.0023, 0.1044, 0.6668, 0.2094]"
716,7,1,Bildende kunst og kunsthåndverk,Humanistiske og estetiske fag,4087,2498,0.6112,0.0083,73,0.4652,0.518,0.3423,0.4843,0.418,0.9848,0.9928,0.4558,0.3909,260,"[0.0156, 0.0316, 0.3219, 0.2886, 0.3423]","[0.019, 0.0335, 0.3028, 0.1605, 0.4843]"
735,7,3,Medie- og informasjonsfag,Samfunnsfag og juridiske fag,3866,3321,0.859,0.0098,71,0.5783,0.691,0.688,0.7971,0.4184,0.994,0.9973,0.5712,0.3631,369,"[0.0036, 0.0102, 0.0918, 0.2063, 0.688]","[0.0027, 0.0112, 0.096, 0.093, 0.7971]"
782,7,8,Sikkerhet,"Samferdsel, sikkerhet og service",3652,3215,0.8803,0.0008,95,0.5035,0.5595,0.3357,0.4813,0.4393,0.7882,0.7969,0.4825,0.4151,320,"[0.009, 0.0109, 0.2049, 0.4395, 0.3357]","[0.0062, 0.0453, 0.1237, 0.3435, 0.4813]"
714,7,1,Religionsutdanninger,Humanistiske og estetiske fag,3624,3204,0.8841,0.0077,42,0.4123,0.4391,0.1346,0.1772,0.3681,0.9007,0.9017,0.403,0.3471,251,"[0.0092, 0.0101, 0.7329, 0.1131, 0.1346]","[0.0048, 0.0135, 0.2475, 0.5569, 0.1772]"
766,7,6,Apotekfag,"Helse-, sosial- og idrettsfag",3498,3256,0.9308,0.0049,49,0.4692,0.5197,0.0968,0.3769,0.3343,0.9972,0.9991,0.4516,0.2661,347,"[0.0009, 0.0, 0.0498, 0.8524, 0.0968]","[0.0009, 0.0, 0.0553, 0.5669, 0.3769]"
734,7,3,Samfunnsøkonomiske fag,Samfunnsfag og juridiske fag,3492,3223,0.923,0.0066,61,0.5705,0.6979,0.6292,0.7599,0.4095,0.9988,1.0,0.5535,0.3752,264,"[0.0009, 0.0, 0.0211, 0.3487, 0.6292]","[0.0, 0.0022, 0.0223, 0.2156, 0.7599]"
768,7,6,Idrettsfag,"Helse-, sosial- og idrettsfag",3415,3089,0.9045,0.0132,77,0.3847,0.3673,0.1129,0.1407,0.341,0.9537,0.9938,0.3758,0.3306,526,"[0.0166, 0.0568, 0.6225, 0.1912, 0.1129]","[0.0065, 0.0651, 0.6215, 0.1661, 0.1407]"
767,7,6,Veterinærfag,"Helse-, sosial- og idrettsfag",3366,2497,0.7418,0.0258,44,0.3415,0.259,0.0728,0.1117,0.4107,0.9888,0.99,0.3239,0.3754,371,"[0.002, 0.0324, 0.767, 0.1258, 0.0728]","[0.0016, 0.6282, 0.1752, 0.0833, 0.1117]"
