group,level,group_name,rank,task_id,task,onet_soc,styrk08,styrk08_name,weight_share,eloundou_label,eloundou_beta,chat_usage_pct,chat_n_classified,chat_automation_share,api_automation_share
439,4,"Samfunnsfag og juridiske fag, andre",9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0034,E2,0.5,0.1157,1153,0.4605,0.9403
439,4,"Samfunnsfag og juridiske fag, andre",10,20276,"Examine shipment contents and compare with records, such as manifests, invoices, or orders, to verify accuracy.",43-5071.00,4321,Lagermedarbeidere og material-forvaltere,0.0024,E2,0.5,,,,1.0
441,4,Økonomisk-administrative fag,1,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0069,E2,0.5,0.0243,223,0.4305,0.8399
441,4,Økonomisk-administrative fag,2,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0062,E2,0.5,,,,
441,4,Økonomisk-administrative fag,3,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0059,E2,0.5,,,,
441,4,Økonomisk-administrative fag,4,2487,"Operate computers programmed with accounting software to record, store, and analyze information.",43-3031.00,3313,Regnskapsførere,0.0039,E1,1.0,0.0095,68,0.5441,1.0
441,4,Økonomisk-administrative fag,5,2486,"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",43-3031.00,3313,Regnskapsførere,0.0038,E1,1.0,,,,
441,4,Økonomisk-administrative fag,6,2495,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",43-3031.00,3313,Regnskapsførere,0.0036,E1,1.0,,,,
441,4,Økonomisk-administrative fag,7,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.003,E0,0.0,0.023,221,0.5068,1.0
441,4,Økonomisk-administrative fag,8,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0028,E2,0.5,0.0103,60,0.5333,1.0
441,4,Økonomisk-administrative fag,9,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0027,E2,0.5,0.0109,24,1.0,1.0
441,4,Økonomisk-administrative fag,10,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0021,E0,0.0,,,,1.0
442,4,Handel og markedsføring,1,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0134,E0,0.0,,,,1.0
442,4,Handel og markedsføring,2,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0131,E2,0.5,0.0243,223,0.4305,0.8399
442,4,Handel og markedsføring,3,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0129,E0,0.0,0.0078,66,0.2727,0.8148
442,4,Handel og markedsføring,4,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0128,E2,0.5,0.1157,1153,0.4605,0.9403
442,4,Handel og markedsføring,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0117,E2,0.5,,,,
442,4,Handel og markedsføring,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0111,E2,0.5,,,,
442,4,Handel og markedsføring,7,657,Provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.,41-1011.00,5222,Butikkavdelingssjefer,0.0025,E2,0.5,0.0287,204,0.5588,1.0
442,4,Handel og markedsføring,8,660,"Direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",41-1011.00,5222,Butikkavdelingssjefer,0.0023,E2,0.5,,,,
442,4,Handel og markedsføring,9,658,Monitor sales activities to ensure that customers receive satisfactory service and quality goods.,41-1011.00,5222,Butikkavdelingssjefer,0.0023,E2,0.5,0.0033,19,1.0,0.942
442,4,Handel og markedsføring,10,9665,Provide staff with assistance in performing difficult or complicated duties.,41-1012.00,3322,Selgere (engros),0.0019,E2,0.5,0.007,43,0.0,
443,4,Kontorfag,1,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0099,E0,0.0,0.023,221,0.5068,1.0
443,4,Kontorfag,2,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0093,E2,0.5,0.0103,60,0.5333,1.0
443,4,Kontorfag,3,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.009,E2,0.5,0.0109,24,1.0,1.0
443,4,Kontorfag,4,14854,Inspect food products and processing procedures to determine whether products are safe to eat.,45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.003,E0,0.0,,,,
443,4,Kontorfag,5,14850,Interpret and enforce government acts and regulations and explain required standards to agricultural workers.,45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.0029,E2,0.5,,,,
443,4,Kontorfag,6,14846,"Inspect agricultural commodities or related operations, as well as fish or logging operations, for compliance with laws and regulations governing health, quality, and safety.",45-2011.00,3359,Andre yrker innen offentlig forvaltning,0.0028,E0,0.0,,,,
443,4,Kontorfag,7,2487,"Operate computers programmed with accounting software to record, store, and analyze information.",43-3031.00,3313,Regnskapsførere,0.0024,E1,1.0,0.0095,68,0.5441,1.0
443,4,Kontorfag,8,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0023,E2,0.5,0.0243,223,0.4305,0.8399
443,4,Kontorfag,9,2486,"Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",43-3031.00,3313,Regnskapsførere,0.0023,E1,1.0,,,,
443,4,Kontorfag,10,2495,"Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",43-3031.00,3313,Regnskapsførere,0.0022,E1,1.0,,,,
444,4,Hotell- og reiselivsfag,1,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0048,E0,0.0,0.023,221,0.5068,1.0
444,4,Hotell- og reiselivsfag,2,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0045,E2,0.5,0.0103,60,0.5333,1.0
444,4,Hotell- og reiselivsfag,3,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0044,E2,0.5,0.0109,24,1.0,1.0
444,4,Hotell- og reiselivsfag,4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0043,E2,0.5,0.0243,223,0.4305,0.8399
444,4,Hotell- og reiselivsfag,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0038,E2,0.5,,,,
444,4,Hotell- og reiselivsfag,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0036,E2,0.5,,,,
444,4,Hotell- og reiselivsfag,7,9665,Provide staff with assistance in performing difficult or complicated duties.,41-1012.00,4221,Reisebyråmedarbeidere mv.,0.0032,E2,0.5,0.007,43,0.0,
444,4,Hotell- og reiselivsfag,8,9662,"Hire, train, and evaluate personnel.",41-1012.00,4221,Reisebyråmedarbeidere mv.,0.0031,E2,0.5,,,,
444,4,Hotell- og reiselivsfag,9,9666,"Plan and prepare work schedules, and assign employees to specific duties.",41-1012.00,4221,Reisebyråmedarbeidere mv.,0.0028,E2,0.5,,,,
444,4,Hotell- og reiselivsfag,10,4529,"Provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",39-6012.00,4224,Hotellresepsjonister,0.0025,E2,0.5,0.0829,812,0.5936,1.0
449,4,"Økonomiske og administrative fag, andre",1,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0046,E0,0.0,0.023,221,0.5068,1.0
449,4,"Økonomiske og administrative fag, andre",2,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0043,E2,0.5,0.0103,60,0.5333,1.0
449,4,"Økonomiske og administrative fag, andre",3,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0042,E2,0.5,0.0109,24,1.0,1.0
449,4,"Økonomiske og administrative fag, andre",4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0037,E2,0.5,0.0243,223,0.4305,0.8399
449,4,"Økonomiske og administrative fag, andre",5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0033,E2,0.5,,,,
449,4,"Økonomiske og administrative fag, andre",6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0031,E2,0.5,,,,
449,4,"Økonomiske og administrative fag, andre",7,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0023,E0,0.0,,,,1.0
449,4,"Økonomiske og administrative fag, andre",8,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0022,E0,0.0,0.0078,66,0.2727,0.8148
449,4,"Økonomiske og administrative fag, andre",9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0022,E2,0.5,0.1157,1153,0.4605,0.9403
449,4,"Økonomiske og administrative fag, andre",10,2487,"Operate computers programmed with accounting software to record, store, and analyze information.",43-3031.00,3313,Regnskapsførere,0.0021,E1,1.0,0.0095,68,0.5441,1.0
452,4,Fysiske og kjemiske fag,1,23666,Read work orders or examine parts to determine parts or sections of products to be produced.,51-9195.00,8131,Operatører innen kjemisk industri,0.0082,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,2,12357,"Monitor material flow or instruments, such as temperature or pressure gauges, indicators, or meters, to ensure optimal processing conditions.",51-9012.00,8131,Operatører innen kjemisk industri,0.0073,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,3,23667,"Trim or remove excess material, using scrapers, knives, or band saws.",51-9195.00,8131,Operatører innen kjemisk industri,0.007,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,4,7112,"Unscrew or tighten pipes, casing, tubing, and pump rods, using hand and power wrenches and tongs.",47-5071.00,8113,Operatører innen boring mv.,0.0026,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,5,12678,"Examine completed work to detect defects and verify conformance to work orders, and adjust machinery as necessary to correct production problems.",51-9196.00,8171,Operatører innen treforedling,0.0024,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,6,21160,Gauge oil and gas production.,53-7073.00,8113,Operatører innen boring mv.,0.0024,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,7,21159,Monitor pumps and flow lines for gas and fluid leaks.,53-7073.00,8113,Operatører innen boring mv.,0.0023,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,8,14373,"Set controls to regulate temperature and length of cycles, and start conveyors, pumps, agitators, and machines.",51-9192.00,8171,Operatører innen treforedling,0.0022,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,9,14369,"Drain, clean, and refill machines or tanks at designated intervals, using cleaning solutions or water.",51-9192.00,8171,Operatører innen treforedling,0.0022,E0,0.0,,,,
452,4,Fysiske og kjemiske fag,10,34,"Review processing schedules or production orders to make decisions concerning inventory requirements, staffing requirements, work procedures, or duty assignments, considering budgetary limitations and time constraints.",11-3051.00,1321,Ledere av industriproduksjon mv.,0.0021,E2,0.5,,,,
454,4,Informasjons- og datateknologi,1,14623,Analyze problems to develop solutions involving computer hardware and software.,15-1221.00,2511,Systemanalytikere/-arkitekter,0.0032,E1,1.0,0.0073,58,0.5862,1.0
454,4,Informasjons- og datateknologi,2,20276,"Examine shipment contents and compare with records, such as manifests, invoices, or orders, to verify accuracy.",43-5071.00,4321,Lagermedarbeidere og material-forvaltere,0.0031,E2,0.5,,,,1.0
454,4,Informasjons- og datateknologi,3,4741,"Confer or correspond with establishment representatives to rectify problems, such as damages, shortages, or nonconformance to specifications.",43-5071.00,4321,Lagermedarbeidere og material-forvaltere,0.0028,E2,0.5,,,,
454,4,Informasjons- og datateknologi,4,1288,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",15-1232.00,3512,"Brukerstøtte, IKT",0.0028,E1,1.0,0.0075,50,0.4,1.0
454,4,Informasjons- og datateknologi,5,1286,"Set up equipment for employee use, performing or ensuring proper installation of cables, operating systems, or appropriate software.",15-1232.00,3512,"Brukerstøtte, IKT",0.0028,E0,0.0,0.0763,745,0.5383,0.8435
454,4,Informasjons- og datateknologi,6,4739,"Record shipment data, such as weight, charges, space availability, damages, or discrepancies, for reporting, accounting, or recordkeeping purposes.",43-5071.00,4321,Lagermedarbeidere og material-forvaltere,0.0028,E1,1.0,,,,1.0
454,4,Informasjons- og datateknologi,7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0027,E2,0.5,0.0243,223,0.4305,0.8399
454,4,Informasjons- og datateknologi,8,1282,Answer user inquiries regarding computer software or hardware operation to resolve problems.,15-1232.00,3512,"Brukerstøtte, IKT",0.0027,E2,0.5,0.0365,332,0.4157,0.7031
454,4,Informasjons- og datateknologi,9,14629,"Conduct logical analyses of business, scientific, engineering, and other technical problems, formulating mathematical models of problems for solution by computers.",15-1221.00,2511,Systemanalytikere/-arkitekter,0.0027,E1,1.0,0.5036,4962,0.371,0.7254
454,4,Informasjons- og datateknologi,10,14626,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",15-1221.00,2511,Systemanalytikere/-arkitekter,0.0026,E1,1.0,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",1,2882,Prepare sketches or follow blueprints to determine the location of wiring or equipment and to ensure conformance to building and safety codes.,47-2111.00,7411,Elektrikere,0.0039,E2,0.5,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",2,2888,"Place conduit, pipes, or tubing, inside designated partitions, walls, or other concealed areas, and pull insulated wires or cables through the conduit to complete circuits between boxes.",47-2111.00,7411,Elektrikere,0.0039,E0,0.0,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",3,2887,"Work from ladders, scaffolds, or roofs to install, maintain, or repair electrical wiring, equipment, or fixtures.",47-2111.00,7411,Elektrikere,0.0038,E0,0.0,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",4,2918,"Requisition materials and supplies, such as tools, equipment, or replacement parts.",49-1011.00,7233,Anleggsmaskin- og industrimekanikere,0.0021,E2,0.5,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",5,15263,"Inspect and monitor work areas, examine tools and equipment, and provide employee safety training to prevent, detect, and correct unsafe conditions or violations of procedures and safety rules.",49-1011.00,7233,Anleggsmaskin- og industrimekanikere,0.002,E0,0.0,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",6,2914,Monitor employees' work levels and review work performance.,49-1011.00,7233,Anleggsmaskin- og industrimekanikere,0.002,E2,0.5,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",7,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.0016,E2,0.5,0.0243,223,0.4305,0.8399
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",8,21975,"Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.",17-3023.00,3114,Elektronikkingeniører,0.0015,E0,0.0,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",9,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0014,E2,0.5,,,,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",10,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.0014,E0,0.0,,,,
457,4,Bygg- og anleggsfag,1,23430,Follow established safety rules and regulations and maintain a safe and clean environment.,47-2031.00,7115,Tømrere og snekkere,0.0124,E0,0.0,,,,
457,4,Bygg- og anleggsfag,2,23432,"Measure and mark cutting lines on materials, using a ruler, pencil, chalk, and marking gauge.",47-2031.00,7115,Tømrere og snekkere,0.0111,E0,0.0,,,,
457,4,Bygg- og anleggsfag,3,23431,"Study specifications in blueprints, sketches, or building plans to prepare project layout and determine dimensions and materials required.",47-2031.00,7115,Tømrere og snekkere,0.0102,E2,0.5,,,,1.0
457,4,Bygg- og anleggsfag,4,11536,"Grade or level trench bases, using tamping machines or hand tools.",47-2151.00,7126,Rørleggere og VVS-montører,0.0042,E0,0.0,,,,
457,4,Bygg- og anleggsfag,5,11539,"Dig trenches to desired or required depths, by hand or using trenching tools.",47-2151.00,7126,Rørleggere og VVS-montører,0.0042,E0,0.0,,,,
457,4,Bygg- og anleggsfag,6,11533,Cut pipes to required lengths.,47-2151.00,7126,Rørleggere og VVS-montører,0.0042,E0,0.0,,,,
457,4,Bygg- og anleggsfag,7,14903,"Drive pilings to provide support for buildings or other structures, using heavy equipment with a pile driver head.",47-2072.00,8342,Anleggsmaskinførere,0.0037,E0,0.0,,,,
457,4,Bygg- og anleggsfag,8,14902,Conduct pre-operational checks on equipment to ensure proper functioning.,47-2072.00,8342,Anleggsmaskinførere,0.0036,E0,0.0,,,,
457,4,Bygg- og anleggsfag,9,14904,"Move levers and turn valves to activate power hammers, or to raise and lower drophammers that drive piles to required depths.",47-2072.00,8342,Anleggsmaskinførere,0.0036,E0,0.0,,,,
457,4,Bygg- og anleggsfag,10,20291,"Inspect work progress, equipment, or construction sites to verify safety or to ensure that specifications are met.",47-1011.00,3123,"Arbeidsleder, bygg og anlegg",0.0035,E2,0.5,,,,
458,4,Fabrikasjon og utvinning,1,2187,"Clean food preparation equipment, work areas, and counters or tables.",35-2015.00,5120,Kokker,0.0051,E0,0.0,,,,
458,4,Fabrikasjon og utvinning,2,18725,"Restock kitchen supplies, rotate food, and stamp the time and date on food in coolers.",35-2015.00,5120,Kokker,0.0049,E0,0.0,,,,
458,4,Fabrikasjon og utvinning,3,18726,"Perform food preparation tasks, such as making sandwiches, carving meats, making soups or salads, baking breads or desserts, and brewing coffee or tea.",35-2015.00,5120,Kokker,0.0046,E0,0.0,,,,
458,4,Fabrikasjon og utvinning,4,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",11-1021.00,1420,Varehandelssjefer,0.003,E2,0.5,0.0243,223,0.4305,0.8399
458,4,Fabrikasjon og utvinning,5,20705,"Perform personnel functions, such as selection, training, or evaluation.",11-1021.00,1420,Varehandelssjefer,0.0026,E2,0.5,,,,
458,4,Fabrikasjon og utvinning,6,20700,Direct administrative activities directly related to making products or providing services.,11-1021.00,1420,Varehandelssjefer,0.0025,E2,0.5,,,,
458,4,Fabrikasjon og utvinning,7,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0019,E0,0.0,,,,1.0
458,4,Fabrikasjon og utvinning,8,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0018,E0,0.0,0.0078,66,0.2727,0.8148
458,4,Fabrikasjon og utvinning,9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0018,E2,0.5,0.1157,1153,0.4605,0.9403
458,4,Fabrikasjon og utvinning,10,11916,"Set oven temperatures, and place items into hot ovens for baking.",51-3011.00,7512,"Bakere, konditorer mv.",0.0016,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",1,23430,Follow established safety rules and regulations and maintain a safe and clean environment.,47-2031.00,7115,Tømrere og snekkere,0.0066,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",2,23432,"Measure and mark cutting lines on materials, using a ruler, pencil, chalk, and marking gauge.",47-2031.00,7115,Tømrere og snekkere,0.006,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",3,23431,"Study specifications in blueprints, sketches, or building plans to prepare project layout and determine dimensions and materials required.",47-2031.00,7115,Tømrere og snekkere,0.0055,E2,0.5,,,,1.0
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",4,9544,Notify managers concerning the need for major repairs or additions to building operating systems.,37-2011.00,5153,Vaktmestre,0.0032,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",5,9539,Gather and empty trash.,37-2011.00,5153,Vaktmestre,0.0031,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",6,9538,"Service, clean, or supply restrooms.",37-2011.00,5153,Vaktmestre,0.003,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",7,4992,"Inspect parts, equipment, or vehicles for cleanliness, damage, and compliance with standards or regulations.",53-7061.00,9112,Renholdere i virksomheter,0.0016,E2,0.5,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",8,13819,"Reline or repair ladles and pouring spouts with refractory clay, using trowels.",49-9045.00,7112,Murere,0.0016,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",9,4996,Clean and polish vehicle windows.,53-7061.00,9112,Renholdere i virksomheter,0.0016,E0,0.0,,,,
459,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, andre",10,9561,"Clean rooms, hallways, lobbies, lounges, restrooms, corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met.",37-2012.00,9112,Renholdere i virksomheter,0.0016,E0,0.0,,,,
461,4,Pleie- og omsorgsfag,1,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0315,E0,0.0,0.0071,34,0.0,
461,4,Pleie- og omsorgsfag,2,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0292,E0,0.0,,,,
461,4,Pleie- og omsorgsfag,3,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0274,E0,0.0,,,,
461,4,Pleie- og omsorgsfag,4,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0006,E0,0.0,,,,
461,4,Pleie- og omsorgsfag,5,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0006,E0,0.0,,,,
461,4,Pleie- og omsorgsfag,6,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0006,E2,0.5,,,,
461,4,Pleie- og omsorgsfag,7,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0005,E0,0.0,0.023,221,0.5068,1.0
461,4,Pleie- og omsorgsfag,8,826,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",43-9061.00,4110,Kontormedarbeidere,0.0005,E2,0.5,0.0103,60,0.5333,1.0
461,4,Pleie- og omsorgsfag,9,827,"Answer telephones, direct calls, and take messages.",43-9061.00,4110,Kontormedarbeidere,0.0005,E2,0.5,0.0109,24,1.0,1.0
461,4,Pleie- og omsorgsfag,10,17535,Document clients' progress toward meeting established treatment objectives.,31-9099.01,5329,Andre pleiemedarbeidere,0.0004,E1,1.0,,,,
462,4,Sosialfag,1,13140,Train workers in proper operational procedures and functions and explain company policies.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0217,E0,0.0,,,,
462,4,Sosialfag,2,13142,Meet with managers or other supervisors to stay informed of changes affecting operations.,39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.021,E0,0.0,,,,
462,4,Sosialfag,3,13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service.",39-1022.00,5311,Barnehage- og skolefritidsassistenter mv.,0.0205,E2,0.5,,,,
462,4,Sosialfag,4,20578,Listen and provide emotional support and encouragement to psychiatric patients.,31-1133.00,5321,Helsefagarbeidere,0.0026,E0,0.0,0.0071,34,0.0,
462,4,Sosialfag,5,18696,Complete physical checks and monitor patients to detect unusual or harmful behavior and report observations to professional staff.,31-1133.00,5321,Helsefagarbeidere,0.0024,E0,0.0,,,,
462,4,Sosialfag,6,2005,Maintain patients' restrictions to assigned areas.,31-1133.00,5321,Helsefagarbeidere,0.0022,E0,0.0,,,,
462,4,Sosialfag,7,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0014,E0,0.0,,,,1.0
462,4,Sosialfag,8,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.0014,E0,0.0,0.0078,66,0.2727,0.8148
462,4,Sosialfag,9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.0014,E2,0.5,0.1157,1153,0.4605,0.9403
462,4,Sosialfag,10,22478,"Supervise students in classrooms, halls, cafeterias, school yards, and gymnasiums, or on field trips.",25-9042.00,5312,Skoleassistenter,0.0011,E0,0.0,,,,
464,4,Tannhelsefag,1,17535,Document clients' progress toward meeting established treatment objectives.,31-9099.01,5329,Andre pleiemedarbeidere,0.0108,E1,1.0,,,,
464,4,Tannhelsefag,2,17532,Implement treatment plans or protocols as directed by speech-language pathologists.,31-9099.01,5329,Andre pleiemedarbeidere,0.0106,E2,0.5,,,,
464,4,Tannhelsefag,3,17534,Collect and compile data to document clients' performance or assess program quality.,31-9099.01,5329,Andre pleiemedarbeidere,0.0105,E1,1.0,,,,
464,4,Tannhelsefag,4,17441,Train clients to use hearing aids or other augmentative communication devices.,29-2092.00,3214,Protese- og tannteknikere,0.0013,E0,0.0,,,,
464,4,Tannhelsefag,5,21189,Counsel patients and families on communication strategies and the effects of hearing loss.,29-2092.00,3214,Protese- og tannteknikere,0.0013,E0,0.0,,,,
464,4,Tannhelsefag,6,17443,Maintain or repair hearing aids or other communication devices.,29-2092.00,3214,Protese- og tannteknikere,0.0012,E0,0.0,,,,
464,4,Tannhelsefag,7,694,Greet customers and ascertain what each customer wants or needs.,41-2031.00,5223,Butikkmedarbeidere,0.0011,E0,0.0,,,,1.0
464,4,Tannhelsefag,8,2430,Receive payment or obtain credit authorization.,41-2022.00,5223,Butikkmedarbeidere,0.001,E0,0.0,0.0078,66,0.2727,0.8148
464,4,Tannhelsefag,9,700,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031.00,5223,Butikkmedarbeidere,0.001,E2,0.5,0.1157,1153,0.4605,0.9403
464,4,Tannhelsefag,10,830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",43-9061.00,4110,Kontormedarbeidere,0.0009,E0,0.0,0.023,221,0.5068,1.0
