date,sector,age_group,ai_q,variable,value,value_diff_chatgpt12,value_ratio_chatgpt12,value_diff_agentic12,value_ratio_agentic12
2025-10-16,1,1,4,ny_jobb,0.02237464315436275,-0.03683010819237719,0.3779197217352183,-0.032614055564669196,0.4068953016816661
2025-11-16,1,1,4,ny_jobb,0.026977592704314005,-0.03222715864242594,0.45566600805932617,-0.028011106014717943,0.4906024934715701
2025-12-16,1,1,4,ny_jobb,0.01672917978530258,-0.04247557156143736,0.2825648179370955,-0.038259518933729364,0.3042294175896274
2026-01-16,1,1,4,ny_jobb,0.10413992232406537,0.044935170977325425,1.7589791352075284,0.04915122360503342,1.8938422757769655
2026-02-16,1,1,4,ny_jobb,0.030566444081001672,-0.02863830726573827,0.5162836324062154,-0.024422254638030275,0.5558677472471707
2021-01-16,1,1,5,ny_jobb,0.07068399203834501,0.021938213076231595,1.4500535952719638,0.028354675591570143,1.6698590473867794
2021-02-16,1,1,5,ny_jobb,0.041372755832475114,-0.0073730231296382995,0.8487454034662403,-0.0009565606142997521,0.9774019357127456
2021-03-16,1,1,5,ny_jobb,0.034915003355764127,-0.013830775606349287,0.7162672153193212,-0.007414313091010739,0.8248421256616902
2021-04-16,1,1,5,ny_jobb,0.03256592941478231,-0.0161798495473311,0.668076910620168,-0.009763387031992553,0.7693469242701074
2021-05-16,1,1,5,ny_jobb,0.054899391996123766,0.006153613034010352,1.1262388901158624,0.0125700755493489,1.2969590960712676
2021-06-16,1,1,5,ny_jobb,0.060938018683534906,0.012192239721421493,1.2501188816963544,0.01860870223676004,1.4396173573971773
2021-07-16,1,1,5,ny_jobb,0.05630140826171491,0.007555629299601498,1.15500068847959,0.013972091814940045,1.330080733349631
2021-08-16,1,1,5,ny_jobb,0.07023785150180537,0.021492072539691952,1.4409012020588736,0.0279085350550305,1.6593192944687132
2021-09-16,1,1,5,ny_jobb,0.0575588789840293,0.00881310002191589,1.1807971933070487,0.015229562537254437,1.3597875849567327
2021-10-16,1,1,5,ny_jobb,0.039814687546033956,-0.008931091416079458,0.8167822608185018,-0.0025146289007409103,0.9405936804128926
2021-11-16,1,1,5,ny_jobb,0.04046182286698089,-0.008283956095132522,0.830057980988035,-0.0018674935797939746,0.9558817921819699
2021-12-16,1,1,5,ny_jobb,0.025796327566584093,-0.02294945139552932,0.5292012583619542,-0.016532988880190773,0.6094198945787501
2022-01-16,1,1,5,ny_jobb,0.07557641672859816,0.026830637766484748,1.550419715055498,0.033247100281823296,1.7854391016124345
2022-02-16,1,1,5,ny_jobb,0.0449691308705538,-0.0037766480915596146,0.922523587232139,0.002639814423778933,1.0623637385474498
2022-03-16,1,1,5,ny_jobb,0.04030116689117293,-0.00844461207094048,0.8267621884244815,-0.0020281495556019324,0.952086408998545
2022-04-16,1,1,5,ny_jobb,0.03596778507905861,-0.012777993883054804,0.7378646078671505,-0.006361531367716257,0.8497133452245731
2022-05-16,1,1,5,ny_jobb,0.04714213152624337,-0.0016036474358700412,0.9671018194802786,0.004812815079468506,1.1136993337825374
2022-06-16,1,1,5,ny_jobb,0.05212044960819122,0.0033746706460778056,1.0692300075602585,0.009791133161416353,1.2313085583068129
2022-07-16,1,1,5,ny_jobb,0.05256392306550229,0.0038181441033888763,1.0783276867184017,0.010234606618727424,1.2417853033747068
2022-08-16,1,1,5,ny_jobb,0.07089998810561103,0.022154209143497618,1.4544846674973948,0.028570671658836165,1.6749618008776754
2022-09-16,1,1,5,ny_jobb,0.05939572314458143,0.010649944182468014,1.218479310603395,0.017066406697806562,1.4031817220404672
2022-10-16,1,1,5,ny_jobb,0.03975448209228317,-0.008991296869830245,0.8155471702110139,-0.002574834354491698,0.9391713693810929
2022-11-16,1,1,5,ny_jobb,0.03683789091518039,-0.011907888046933025,0.7557144782487081,-0.005491425531594478,0.8702689768567506
2022-12-16,1,1,5,ny_jobb,0.02296418985478974,-0.025781589107323675,0.471101095186891,-0.019365126591985127,0.5425126551161072
2023-01-16,1,1,5,ny_jobb,0.07494619927339781,0.026200420311284396,1.5374910580800873,0.032616882826622944,1.7705506623910547
2023-02-16,1,1,5,ny_jobb,0.0381314725170546,-0.010614306445058813,0.7822517832096078,-0.004197843929720266,0.9008289223144281
2023-03-16,1,1,5,ny_jobb,0.035479694374501186,-0.013266084587612227,0.7278516238724383,-0.00684962207227368,0.8381825494185233
2023-04-16,1,1,5,ny_jobb,0.04256245674461564,-0.006183322217497775,0.8731516379643123,0.00023314029784077261,1.0055077737466875
2023-05-16,1,1,5,ny_jobb,0.04538271063723957,-0.00336306832487384,0.9310080093809208,0.0030533941904647074,1.0721342664322033
2023-06-16,1,1,5,ny_jobb,0.04361912689977545,-0.0051266520623379636,0.8948288001239545,0.0012898104530005838,1.0304708547472625
2023-07-16,1,1,5,ny_jobb,0.05473750185897684,0.005991722896863429,1.122917779230082,0.012408185412201976,1.2931345567038415
2023-08-16,1,1,5,ny_jobb,0.0666066587339368,0.017860879771823386,1.3664087466056367,0.024277342287161933,1.5735349475271685
2023-09-16,1,1,5,ny_jobb,0.058878774377542575,0.010132995415429162,1.207874315093104,0.01654945793076771,1.3909691750297244
2023-10-16,1,1,5,ny_jobb,0.04530529244067517,-0.0034404865214382463,0.9294198062951812,0.002975975993900301,1.0703053165916891
2023-11-16,1,1,5,ny_jobb,0.02828917720740807,-0.020456601754705345,0.5803410635697341,-0.014040139239366797,0.6683116946379006
2023-12-16,1,1,5,ny_jobb,0.026105632680724054,-0.02264014628138936,0.5355465280596723,-0.016223683766050812,0.6167270079484849
2024-01-16,1,1,5,ny_jobb,0.07309046392571554,0.024344684963602127,1.4994213956971227,0.030761147478940674,1.7267102344451966
2024-02-16,1,1,5,ny_jobb,0.030922183264847584,-0.01782359569726583,0.6343561211501241,-0.011407133181927282,0.73051459037212
2024-03-16,1,1,5,ny_jobb,0.034728784850131866,-0.014016994111981547,0.712447017763816,-0.0076005315966429995,0.8204428458890908
2024-04-16,1,1,5,ny_jobb,0.035119176333552826,-0.013626602628560587,0.7204557416314639,-0.00721014011322204,0.8296655670712728
2024-05-16,1,1,5,ny_jobb,0.028995172770571075,-0.019750606191542338,0.5948242778745404,-0.01333414367620379,0.6849903377728714
2024-06-16,1,1,5,ny_jobb,0.04441536265337438,-0.004330416308739031,0.9111632555486547,0.0020860462065995164,1.0492813582100369
2024-07-16,1,1,5,ny_jobb,0.05551703016195223,0.006771251199838818,1.1389094880420647,0.013187713715177365,1.3115503585265704
2024-08-16,1,1,5,ny_jobb,0.058457654773867655,0.009711875811754242,1.1992352162287239,0.01612833832709279,1.381020523857801
2024-09-16,1,1,5,ny_jobb,0.07120241415086184,0.02245663518874843,1.4606888158706492,0.028873097704086977,1.68210640113672
2024-10-16,1,1,5,ny_jobb,0.035927913413493696,-0.012817865548619717,0.7370466567252496,-0.0064014030332811694,0.8487714054789821
2024-11-16,1,1,5,ny_jobb,0.024770901936201864,-0.02397487702591155,0.5081650650296203,-0.017558414510573002,0.5851949432575634
2024-12-16,1,1,5,ny_jobb,0.028622546318894677,-0.020123232643218737,0.5871799964698671,-0.01370677012788019,0.6761873028326558
2025-01-16,1,1,5,ny_jobb,0.06488982304339826,0.016144044081284843,1.331188554681472,0.02256050659662339,1.5329759252075592
2025-02-16,1,1,5,ny_jobb,0.03253693427823954,-0.016208844683873874,0.6674820870854922,-0.009792382168535327,0.7686619347881904
2025-03-16,1,1,5,ny_jobb,0.031105850694897345,-0.017639928267216068,0.638123984418706,-0.01122346575187752,0.7348536027981937
2025-04-16,1,1,5,ny_jobb,0.03151019316554577,-0.017235585796567643,0.6464189071639695,-0.010819123281229096,0.7444059061328542
2025-05-16,1,1,5,ny_jobb,0.028866903457305988,-0.019878875504807426,0.5921928846340142,-0.013462412989468878,0.6819600664613472
2025-06-16,1,1,5,ny_jobb,0.04524832490640885,-0.003497454055704563,0.9282511403003144,0.0029190084596339844,1.0689594991051736
2025-07-16,1,1,5,ny_jobb,0.042340093841745065,-0.0064056851203683485,0.8685899526737069,1.0777394970198917e-05,1.0002546082921928
2025-08-16,1,1,5,ny_jobb,0.05432731206051772,0.005581533098404305,1.1145029009125575,0.011997995613742853,1.2834441144077817
2025-09-16,1,1,5,ny_jobb,0.06329700477436927,0.014551225812255854,1.2985125301529281,0.0209676883275944,1.4953467262803382
2025-10-16,1,1,5,ny_jobb,0.028944880665441187,-0.019800898296672226,0.5937925556167224,-0.013384435781333678,0.6838022225526994
2025-11-16,1,1,5,ny_jobb,0.023131774114153236,-0.025614004847960177,0.47453901869394477,-0.01919754233262163,0.5464717140717182
2025-12-16,1,1,5,ny_jobb,0.023158148698000227,-0.025587630264113186,0.4750800826467332,-0.01917116774877464,0.5470947948597144
2026-01-16,1,1,5,ny_jobb,0.08058308877288206,0.03183730981076865,1.6531295732398388,0.038253772326107195,1.9037181683339421
2026-02-16,1,1,5,ny_jobb,0.03235959702909772,-0.016386181933015692,0.6638440849257636,-0.009969719417677145,0.7644724683845738
2021-01-16,1,1,all,ny_jobb,0.05404099303912686,0.017670390057928878,1.4858426478951614,0.019497303664201257,1.5644244728055556
2021-02-16,1,1,all,ny_jobb,0.027819737146906904,-0.008550865834291075,0.7648962312032193,-0.006723952228018696,0.8053493315366759
2021-03-16,1,1,all,ny_jobb,0.026554344144524546,-0.009816258836673433,0.7301045890894904,-0.007989345230401054,0.7687176623293654
2021-04-16,1,1,all,ny_jobb,0.02108256557865505,-0.01528803740254293,0.5796595010963612,-0.013461123796270551,0.6103159784072849
2021-05-16,1,1,all,ny_jobb,0.027696546154515993,-0.008674056826681986,0.7615091278204517,-0.006847143220409607,0.8017830942696069
2021-06-16,1,1,all,ny_jobb,0.02873108445449824,-0.007639518526699737,0.7899534816442544,-0.005812604920427358,0.8317317858744242
2021-07-16,1,1,all,ny_jobb,0.04322365662298921,0.006853053641791229,1.1884228767209044,0.008679967248063608,1.2512750492240177
2021-08-16,1,1,all,ny_jobb,0.07219278036279908,0.0358221773816011,1.9849211848403947,0.03764909098787348,2.089897798096865
2021-09-16,1,1,all,ny_jobb,0.05466224017699452,0.018291637195796538,1.5029236717700973,0.020118550802068917,1.582408861534995
2021-10-16,1,1,all,ny_jobb,0.02554384427315433,-0.01082675870804365,0.7023211654302071,-0.008999845101771271,0.7394648555314988
2021-11-16,1,1,all,ny_jobb,0.024543701834074803,-0.011826901147123176,0.6748225166011911,-0.009999987540850797,0.7105118844627657
2021-12-16,1,1,all,ny_jobb,0.020002335895411606,-0.016368267085786373,0.5499588749120257,-0.014541353479513994,0.5790445739108226
2022-01-16,1,1,all,ny_jobb,0.060989508468510985,0.024618905487313006,1.6768902209303462,0.026445819093585385,1.7655759871666095
2022-02-16,1,1,all,ny_jobb,0.027581160700905143,-0.008789442280292836,0.7583366356384964,-0.006962528674020457,0.798442818355286
2022-03-16,1,1,all,ny_jobb,0.027117570855803026,-0.009253032125394953,0.7455903568555526,-0.007426118519122574,0.7850224265705386
2022-04-16,1,1,all,ny_jobb,0.019746074914755853,-0.016624528066442126,0.5429130477975225,-0.014797614460169747,0.5716261138304768
2022-05-16,1,1,all,ny_jobb,0.024212130672868187,-0.012158472308329792,0.6657060562175668,-0.010331558702057413,0.7009132814413034
2022-06-16,1,1,all,ny_jobb,0.026683605415618577,-0.009686997565579402,0.7336585931614288,-0.007860083959307023,0.7724596271696311
2022-07-16,1,1,all,ny_jobb,0.04479805508001383,0.008427452098815853,1.231710541152493,0.010254365705088232,1.296852070251987
2022-08-16,1,1,all,ny_jobb,0.07485061583482146,0.03848001285362348,2.057997660184957,0.04030692645989586,2.1668390721795237
2022-09-16,1,1,all,ny_jobb,0.059417090118241186,0.023046487137043208,1.6336569990043124,0.024873400743315587,1.72005628794736
2022-10-16,1,1,all,ny_jobb,0.02650538598335107,-0.009865216997846909,0.7287584975441074,-0.00803830339157453,0.7673003799817244
2022-11-16,1,1,all,ny_jobb,0.02336837258340725,-0.013002230397790727,0.6425071532492239,-0.011175316791518349,0.67648745708007
2022-12-16,1,1,all,ny_jobb,0.019180829643249343,-0.017189773337948636,0.5273717802579462,-0.015362859731676257,0.5552629145968475
2023-01-16,1,1,all,ny_jobb,0.06030766078868569,0.023937057807487713,1.6581430013646496,0.025763971413760092,1.745837282582257
2023-02-16,1,1,all,ny_jobb,0.026588500828611368,-0.00978210215258661,0.7310437179817026,-0.007955188546314232,0.7697064589722514
2023-03-16,1,1,all,ny_jobb,0.02616819293446852,-0.01020241004672946,0.7194874648626622,-0.00837549644045708,0.7575390297905862
2023-04-16,1,1,all,ny_jobb,0.02988551733054972,-0.006485085650648259,0.8216943047658362,-0.00465817204437588,0.8651512872925169
2023-05-16,1,1,all,ny_jobb,0.027277926781769643,-0.009092676199428336,0.7499993001455364,-0.007265762593155957,0.7896645458365547
2023-06-16,1,1,all,ny_jobb,0.02595874388794674,-0.010411859093251239,0.7137287193551969,-0.00858494548697886,0.7514757212583536
2023-07-16,1,1,all,ny_jobb,0.042968351079494774,0.006597748098296795,1.1814033190955768,0.008424661704569174,1.2438842479484669
2023-08-16,1,1,all,ny_jobb,0.07695891655919435,0.04058831357799637,2.115964824640899,0.042415227184268746,2.2278719485897445
2023-09-16,1,1,all,ny_jobb,0.06124702820481605,0.02487642522361807,1.6839706571947157,0.026703338829890448,1.77303088677244
2023-10-16,1,1,all,ny_jobb,0.028529685685604357,-0.007840917295593622,0.784416076366756,-0.006014003689321243,0.8259015236025525
2023-11-16,1,1,all,ny_jobb,0.02038777060686501,-0.01598283237433297,0.5605562992014348,-0.01415591876806059,0.5902024646407336
2023-12-16,1,1,all,ny_jobb,0.02012888796870486,-0.016241715012493118,0.5534383903151295,-0.014414801406220739,0.5827081105967771
2024-01-16,1,1,all,ny_jobb,0.05827011323017853,0.02189951024898055,1.602121176278041,0.023726423855252927,1.6868526287894237
2024-02-16,1,1,all,ny_jobb,0.02363352149429771,-0.012737081486900267,0.6497973516280501,-0.010910167880627888,0.6841632124984511
2024-03-16,1,1,all,ny_jobb,0.027170916673665446,-0.009199686307532533,0.7470570858479203,-0.007372772701260154,0.7865667265230833
2024-04-16,1,1,all,ny_jobb,0.020733807274093404,-0.015636795707104575,0.5700704848036718,-0.013809882100832196,0.6002198273917886
2024-05-16,1,1,all,ny_jobb,0.020932199691531594,-0.015438403289666384,0.575525231252081,-0.013611489683394006,0.6059630592534726
2024-06-16,1,1,all,ny_jobb,0.025325569637250907,-0.011045033343947071,0.6963197627034978,-0.009218119737674692,0.7331460563570869
2024-07-16,1,1,all,ny_jobb,0.04586771610696152,0.00949711312576354,1.2611205849590432,0.011324026732035919,1.3278175243277792
2024-08-16,1,1,all,ny_jobb,0.07052118411050999,0.03415058112931201,1.9389610930279704,0.03597749473558439,2.0415070129046367
2024-09-16,1,1,all,ny_jobb,0.06483345630766989,0.02846285332647191,1.7825785385297561,0.030289766932744287,1.8768538474275094
2024-10-16,1,1,all,ny_jobb,0.026206172498172142,-0.010164430483025837,0.7205317028073358,-0.008337516876753458,0.7586384943929744
2024-11-16,1,1,all,ny_jobb,0.0192899501351418,-0.017080652846056178,0.5303720189933026,-0.0152537392397838,0.5584218270890281
2024-12-16,1,1,all,ny_jobb,0.019600387528841138,-0.01677021545235684,0.5389074120924991,-0.014943301846084462,0.5674086318952535
2025-01-16,1,1,all,ny_jobb,0.05139295234057563,0.01502234935937765,1.4130354772271319,0.01684926296565003,1.4877667461276005
2025-02-16,1,1,all,ny_jobb,0.02199145070359158,-0.014379152277606399,0.6046490544839249,-0.01255223867133402,0.6366271553945428
2025-03-16,1,1,all,ny_jobb,0.025848637492917985,-0.010521965488279994,0.7107013734768326,-0.008695051882007615,0.7482882680065107
2025-04-16,1,1,all,ny_jobb,0.022714595945943078,-0.013656007035254901,0.6245317394843725,-0.011829093428982522,0.6575613768236069
2025-05-16,1,1,all,ny_jobb,0.019235493659656117,-0.01713510932154186,0.528874752766679,-0.015308195715269483,0.5568453748781877
2025-06-16,1,1,all,ny_jobb,0.030001873890561304,-0.006368729090636675,0.8248934972585131,-0.004541815484364296,0.868519675618057
2025-07-16,1,1,all,ny_jobb,0.033960630317338175,-0.0024099726638598037,0.9337384462637132,-0.0005830590575874248,0.9831211121875519
2025-08-16,1,1,all,ny_jobb,0.06576724221928872,0.029396639238090737,1.8082527323863045,0.031223552844363116,1.9038858734940893
2025-09-16,1,1,all,ny_jobb,0.06138417678331544,0.02501357380211746,1.6877415206739461,0.02684048740838984,1.7770011800729275
2025-10-16,1,1,all,ny_jobb,0.02328776334565271,-0.013082839635545268,0.640290823819761,-0.011255926029272889,0.6741539125394266
2025-11-16,1,1,all,ny_jobb,0.023847921981889557,-0.012522680999308422,0.6556922356832493,-0.010695767393036043,0.690369859543728
2025-12-16,1,1,all,ny_jobb,0.01871932300780522,-0.017651279973392758,0.5146827787673,-0.01582436636712038,0.5419028293310532
2026-01-16,1,1,all,ny_jobb,0.07228010788766334,0.03590950490646536,1.9873222317768287,0.03773641851273774,2.0924258293073255
2026-02-16,1,1,all,ny_jobb,0.02417076005156712,-0.012199842929630857,0.6645685820513438,-0.010372929323358478,0.699715649629251
2021-01-16,1,1,1,overtid_timer,2.150829289317045,-1.0241217400459743,0.6774369964844967,-0.3005514859412348,0.877395022032198
2021-02-16,1,1,1,overtid_timer,2.2084464883783377,-0.9665045409846815,0.6955844256978703,-0.242934286879942,0.9008989997262477
2021-03-16,1,1,1,overtid_timer,2.120073548842816,-1.054877480520203,0.667749999680518,-0.3313072264154635,0.8648487294347176
2021-04-16,1,1,1,overtid_timer,2.382691347892769,-0.79225968147025,0.7504655428876965,-0.06868942736551054,0.971979290994369
2021-05-16,1,1,1,overtid_timer,2.2420091680770478,-0.9329418612859715,0.7061555114841741,-0.20937160718123193,0.9145903364771341
2021-06-16,1,1,1,overtid_timer,2.4117217999296803,-0.7632292294333389,0.7596091333772593,-0.03965897532859941,0.9838217808800345
2021-07-16,1,1,1,overtid_timer,2.189618213676652,-0.985332815686367,0.6896541689702687,-0.2617625615816275,0.8932183183356948
2021-08-16,1,1,1,overtid_timer,2.4758484666817098,-0.6991025626813094,0.77980682025777,0.024467691423430082,1.009981187610828
2021-09-16,1,1,1,overtid_timer,2.8407770050258883,-0.33417402433713095,0.8947467153834573,0.38939622976760857,1.1588477129696757
2021-10-16,1,1,1,overtid_timer,2.8073910003210902,-0.36756002904192897,0.8842312761228095,0.35601022506281055,1.1452284478429513
2021-11-16,1,1,1,overtid_timer,2.855049243482069,-0.3199017858809503,0.8992419779321348,0.4036684682237892,1.1646698351794238
2021-12-16,1,1,1,overtid_timer,3.1158212863008163,-0.059129743062202866,0.9813761716274201,0.6644405110425367,1.2710474511951455
2022-01-16,1,1,1,overtid_timer,2.8365454364657707,-0.3384055928972485,0.8934139173273669,0.38516466120749104,1.1571215149824734
2022-02-16,1,1,1,overtid_timer,3.1674634692861354,-0.007487560076883781,0.9976416769872555,0.7160826940278557,1.2921140204962278
2022-03-16,1,1,1,overtid_timer,4.001431026503758,0.8264799971407384,1.2603126755333145,1.550050251245478,1.6323172095049832
2022-04-16,1,1,1,overtid_timer,3.9867903116947083,0.8118392823316891,1.2557013556503787,1.5354095364364286,1.6263447734979715
2022-05-16,1,1,1,overtid_timer,3.2849334476460395,0.10998241828302024,1.0346406660341736,0.8335526723877598,1.340033943645469
2022-06-16,1,1,1,overtid_timer,2.907136871912388,-0.2678141574506312,0.9156477832338844,0.4557560966541083,1.1859181165382557
2022-07-16,1,1,1,overtid_timer,2.809169936433184,-0.36578109292983507,0.8847915796032858,0.35778916117490445,1.145954135231075
2022-08-16,1,1,1,overtid_timer,3.074208112667257,-0.1007429166957623,0.9682694580911461,0.6228273374089772,1.2540720493915742
2022-09-16,1,1,1,overtid_timer,2.996573804293431,-0.17837722506958809,0.9438173302769411,0.5451930290351514,1.2224024250078853
2022-10-16,1,1,1,overtid_timer,3.0642894056706753,-0.11066162369234389,0.9651454077026991,0.6129086304123956,1.250025877904594
2022-11-16,1,1,1,overtid_timer,3.1111184972756734,-0.06383253208734585,0.9798949553876576,0.6597377220173937,1.2691290266596316
2022-12-16,1,1,1,overtid_timer,3.10639667330147,-0.06855435606154936,0.9784077437958774,0.6550158980431902,1.267202837133361
2023-01-16,1,1,1,overtid_timer,2.924582188268846,-0.25036884109417334,0.9211424558115455,0.4732014130105662,1.1930346430822072
2023-02-16,1,1,1,overtid_timer,2.7320078461084343,-0.4429431832545849,0.8604881841773001,0.2806270708501546,1.1144771443435129
2023-03-16,1,1,1,overtid_timer,2.594859675722299,-0.5800913536407202,0.817291243777986,0.14347890046401934,1.0585298301725086
2023-04-16,1,1,1,overtid_timer,2.8437141534563146,-0.3312368759067046,0.8956718157718611,0.39233337819803493,1.1600458738021628
2023-05-16,1,1,1,overtid_timer,2.7085958688371945,-0.4663551605258247,0.853114219333522,0.2572150935789148,1.1049266177555848
2023-06-16,1,1,1,overtid_timer,2.83575347989134,-0.33919754947167924,0.8931644783385111,0.3843727046330603,1.1567984494748933
2023-07-16,1,1,1,overtid_timer,2.5655775400573266,-0.6093734893056926,0.8080683816317162,0.11419676479904695,1.04658467013841
2023-08-16,1,1,1,overtid_timer,2.7633901991734393,-0.4115608301895799,0.8703725423216527,0.3120094239151596,1.127279053121515
2023-09-16,1,1,1,overtid_timer,2.912838094764801,-0.26211293459821805,0.917443471671182,0.46145731950652147,1.1882438355411766
2023-10-16,1,1,1,overtid_timer,3.110559086814606,-0.06439194254841318,0.9797187603988551,0.6591783115563263,1.2689008244697826
2023-11-16,1,1,1,overtid_timer,3.1439303289309586,-0.03102070043206062,0.9902295499536306,0.6925495536726789,1.282514067444178
2023-12-16,1,1,1,overtid_timer,3.00092208936642,-0.17402893999659907,0.9451868900064534,0.5495413141081404,1.2241762355545276
2024-01-16,1,1,1,overtid_timer,2.864860424904182,-0.3100906044588374,0.9023321614755583,0.4134796496459021,1.1686721433973624
2024-02-16,1,1,1,overtid_timer,2.8078336445536514,-0.36711738480936784,0.8843706937794812,0.3564528692953717,1.1454090171926943
2024-03-16,1,1,1,overtid_timer,2.6303597044683857,-0.5445913248946335,0.828472527652216,0.17897892921010605,1.0730114762327156
2024-04-16,1,1,1,overtid_timer,2.4449128167227205,-0.7300382126402987,0.770063158175147,-0.0064679585355591485,0.9973615039324613
2024-05-16,1,1,1,overtid_timer,2.5544548165006855,-0.6204962128623337,0.8045651075799988,0.10307404124240582,1.042047340128767
2024-06-16,1,1,1,overtid_timer,2.779290783467371,-0.3956602458956482,0.8753806776115761,0.32791000820909133,1.1337654319225632
2024-07-16,1,1,1,overtid_timer,2.4553283176463028,-0.7196227117167164,0.7733436815051941,0.003947542388023084,1.0016103342360623
2024-08-16,1,1,1,overtid_timer,2.5397506150916556,-0.6352004142713636,0.7999337916091254,0.08836983983337587,1.0360490058196141
2024-09-16,1,1,1,overtid_timer,2.8068684957427097,-0.3680825336203095,0.8840667052133535,0.35548772048443,1.1450153007938864
2024-10-16,1,1,1,overtid_timer,2.965116431409148,-0.20983459795387116,0.933909343478608,0.5137356561508684,1.2095699131428248
2024-11-16,1,1,1,overtid_timer,2.7428638258861717,-0.4320872034768475,0.8639074431445527,0.29148305062789204,1.118905660666765
2024-12-16,1,1,1,overtid_timer,2.4698035055238354,-0.7051475238391838,0.7779028661173853,0.018422730265555742,1.0075152462854795
2025-01-16,1,1,1,overtid_timer,2.049522800999413,-1.1254282283636061,0.645528948964798,-0.4018579742588666,0.8360687257096864
2025-02-16,1,1,1,overtid_timer,2.1742727102814507,-1.0006783190815685,0.684820865006434,-0.27710806497682894,0.8869583755515776
2025-03-16,1,1,1,overtid_timer,1.9199939196701947,-1.2549571096928245,0.6047318216606942,-0.531386855588085,0.7832295737360111
2025-04-16,1,1,1,overtid_timer,1.9593030808804202,-1.215647948482599,0.617112850799941,-0.49207769437785953,0.7992650920067635
2025-05-16,1,1,1,overtid_timer,2.3120961786790857,-0.8628548506839335,0.7282305009734132,-0.139284596579194,0.9431811663104362
2025-06-16,1,1,1,overtid_timer,2.746702683673386,-0.4282483456896333,0.8651165508604548,0.2953219084151062,1.1204716588282744
2025-07-16,1,1,1,overtid_timer,2.4231297774296143,-0.7518212519334049,0.7632022525763994,-0.02825099782866536,0.9884754754896498
2025-08-16,1,1,1,overtid_timer,2.5062577589481747,-0.6686932704148445,0.7893846978329608,0.05487698368989502,1.0223861524263251
2025-09-16,1,1,1,overtid_timer,2.6216123713728043,-0.5533386579902149,0.8257174196160029,0.17023159611452465,1.0694431472387593
2025-10-16,1,1,1,overtid_timer,2.688245346339478,-0.486705683023541,0.8467045070861495,0.23686457108119852,1.096624960704541
2025-11-16,1,1,1,overtid_timer,2.857363721209419,-0.31758730815360003,0.8999709585387474,0.4059829459511395,1.1656139878588894
2025-12-16,1,1,1,overtid_timer,3.0336266699617376,-0.14132435940128163,0.9554877041899965,0.5822458947034579,1.2375175250536554
2026-01-16,1,1,1,overtid_timer,2.302075097273411,-0.8728759320896082,0.7250742061792586,-0.1493056779848687,0.9390932328866217
2026-02-16,1,1,1,overtid_timer,2.467274567987512,-0.7076764613755073,0.777106338072406,0.015893792729232192,1.0064836082952302
2021-01-16,1,1,2,overtid_timer,1.4449804778496405,-0.6104080544424115,0.7030205993405445,-0.23398334079257377,0.860638247117322
2021-02-16,1,1,2,overtid_timer,1.4241448115565691,-0.6312437207354828,0.6928835055669227,-0.2548190070856451,0.8482284107279224
2021-03-16,1,1,2,overtid_timer,1.3283762380246327,-0.7270122942674193,0.6462896027464469,-0.35058758061758155,0.7911881264355635
2021-04-16,1,1,2,overtid_timer,1.4589826766310965,-0.5964058556609555,0.7098330333701542,-0.21998114201111774,0.8689780330174015
2021-05-16,1,1,2,overtid_timer,1.3850145417356488,-0.6703739905564032,0.6738456111707306,-0.29394927690656547,0.8249222087797677
2021-06-16,1,1,2,overtid_timer,1.430417980919356,-0.624970551372696,0.6959355656831633,-0.2485458377228582,0.8519647445864209
2021-07-16,1,1,2,overtid_timer,1.4889744289954936,-0.5664141032965584,0.7244248012491703,-0.18998938964672063,0.8868412841675374
2021-08-16,1,1,2,overtid_timer,2.151324889095249,0.09593635680319723,1.0466755337474878,0.472361070453035,1.2813408277225626
2021-09-16,1,1,2,overtid_timer,2.216064017662643,0.16067548537059118,1.0781728042393108,0.5371001990204289,1.3198998054971693
2021-10-16,1,1,2,overtid_timer,1.842551913157968,-0.21283661913408403,0.8964494470071113,0.16358809451575373,1.0974339605769754
2021-11-16,1,1,2,overtid_timer,1.8597153299653484,-0.1956732023267036,0.9047998958578892,0.18075151132313416,1.1076565851605478
2021-12-16,1,1,2,overtid_timer,2.2084867076827446,0.1530981753906926,1.0744862457804834,0.5295228890405304,1.3153867183801244
2022-01-16,1,1,2,overtid_timer,1.8484207697837396,-0.2069677625083124,0.8993047984570033,0.16945695114152537,1.1009294835659806
2022-02-16,1,1,2,overtid_timer,1.9175106306027054,-0.13787790168934655,0.9329188133906766,0.2385468119604912,1.1420797811792067
2022-03-16,1,1,2,overtid_timer,2.3069352233869673,0.25154669109491534,1.1223840101970428,0.6279714047447531,1.374023190834807
2022-04-16,1,1,2,overtid_timer,2.27484277983059,0.21945424753853793,1.106770201395361,0.5958789611883757,1.3549087565628817
2022-05-16,1,1,2,overtid_timer,1.8752881979758071,-0.18010033431624484,0.9123765013345642,0.19632437933359292,1.11693187021288
2022-06-16,1,1,2,overtid_timer,1.7152721382285543,-0.3401163940634977,0.8345245248185659,0.036308319586340065,1.0216254330100472
2022-07-16,1,1,2,overtid_timer,1.9044690535481792,-0.1509194787438728,0.9265737468255815,0.22550523490596497,1.134312146814654
2022-08-16,1,1,2,overtid_timer,2.661307404643393,0.6059188723513409,1.2947952967683705,0.9823435860011787,1.585089193164153
