timing,age_group,variant,term,k,coef,se,sd_int
agentic,2,corner80,int,-14,-0.00336897064831226,0.00991670414944434,0.242082415932872
agentic,2,corner80,int,-13,-0.00239365671069932,0.00925295345911069,0.242082415932872
agentic,2,corner80,int,-12,0.00727203471120409,0.00919759413229925,0.242082415932872
agentic,2,corner80,int,-11,0.013388636659273,0.0103316661813495,0.242082415932872
agentic,2,corner80,int,-10,0.0227239599619321,0.00810714553925313,0.242082415932872
agentic,2,corner80,int,-9,0.0072768582112673,0.00766832740039089,0.242082415932872
agentic,2,corner80,int,-8,-0.01628390377282,0.0185241744320167,0.242082415932872
agentic,2,corner80,int,-7,0.000434306219807813,0.00568125826906386,0.242082415932872
agentic,2,corner80,int,-6,-0.00449513082753755,0.00501304273295184,0.242082415932872
agentic,2,corner80,int,-5,-0.00336984862538695,0.00546374066861701,0.242082415932872
agentic,2,corner80,int,-4,-0.00898041848616706,0.0051157812910198,0.242082415932872
agentic,2,corner80,int,-3,-0.0100301403790755,0.00330129418609559,0.242082415932872
agentic,2,corner80,int,-2,-0.00268779816030072,0.00229357583315773,0.242082415932872
agentic,2,corner80,int,-1,0,0,0.242082415932872
agentic,2,corner80,int,0,-0.0055860184796178,0.00659481738486126,0.242082415932872
agentic,2,corner80,int,1,0.00429978735406968,0.00901402149126014,0.242082415932872
agentic,2,corner80,int,2,0.0149766448755058,0.010374855275532,0.242082415932872
agentic,2,corner80,int,3,0.00168130266648019,0.0103316969939121,0.242082415932872
agentic,2,corner80,int,4,0.00232135187919882,0.00968459851618874,0.242082415932872
agentic,2,corner80,int,5,0.00251312344424327,0.0090812577304781,0.242082415932872
agentic,2,corner80,int,6,0.00692394866647341,0.0102776164968897,0.242082415932872
agentic,2,corner80,int,7,0.00686511018305992,0.0114241688971997,0.242082415932872
agentic,2,corner80,int,8,0.00255763752153793,0.0127873578518645,0.242082415932872
agentic,2,corner80,int,9,0.00112336417177079,0.0129606267947344,0.242082415932872
agentic,2,corner80,wage,-22,-0.0261662973825473,0.00731033461934103,0.242082415932872
agentic,2,corner80,wage,-21,-0.0140342436333275,0.00868654141932664,0.242082415932872
agentic,2,corner80,wage,-20,-0.018918707330701,0.00668908464236164,0.242082415932872
agentic,2,corner80,wage,-19,-0.015423141749831,0.00604321245746793,0.242082415932872
agentic,2,corner80,wage,-18,-0.0150776161551509,0.00545517605913365,0.242082415932872
agentic,2,corner80,wage,-17,-0.0168303972952771,0.00554075224394431,0.242082415932872
agentic,2,corner80,wage,-16,-0.00303639463317738,0.00586762898959569,0.242082415932872
agentic,2,corner80,wage,-15,-0.00218507817374213,0.00500680743653359,0.242082415932872
agentic,2,corner80,wage,-14,-0.0019545703747542,0.00465112180887316,0.242082415932872
agentic,2,corner80,wage,-13,-0.00793350945807589,0.00394021162147331,0.242082415932872
agentic,2,corner80,wage,-12,-0.00744944314424058,0.00573024278115956,0.242082415932872
agentic,2,corner80,wage,-11,-0.0245162707382933,0.00408444637255441,0.242082415932872
agentic,2,corner80,wage,-10,-0.01706694245419,0.00480672544575618,0.242082415932872
agentic,2,corner80,wage,-9,-0.0034442398901571,0.0059780913894043,0.242082415932872
agentic,2,corner80,wage,-8,-0.011045234090201,0.00494702990835394,0.242082415932872
agentic,2,corner80,wage,-7,-0.00695443545915659,0.00339375789186012,0.242082415932872
agentic,2,corner80,wage,-6,-0.00382912719239856,0.00243269566483589,0.242082415932872
agentic,2,corner80,wage,-5,-0.0063965240192592,0.00298716825914644,0.242082415932872
agentic,2,corner80,wage,-4,0.00710899845040291,0.00339382464729614,0.242082415932872
agentic,2,corner80,wage,-3,0.00407928810074317,0.00183688151205414,0.242082415932872
agentic,2,corner80,wage,-2,0.00249306276599014,0.00112951229732281,0.242082415932872
agentic,2,corner80,wage,-1,0,0,0.242082415932872
agentic,2,corner80,wage,0,-0.00102645419777365,0.00225114495374262,0.242082415932872
agentic,2,corner80,wage,1,-0.0152093972957722,0.00464258935966218,0.242082415932872
agentic,2,corner80,wage,2,-0.00804811908126616,0.0056578709451108,0.242082415932872
agentic,2,corner80,wage,3,0.00529147329714127,0.00814264841178229,0.242082415932872
agentic,2,corner80,wage,4,-0.00273838164816282,0.00557930598119707,0.242082415932872
agentic,2,corner80,wage,5,-0.0015905678786127,0.00407282868056589,0.242082415932872
agentic,2,corner80,wage,6,0.000660955134453863,0.00407132691678728,0.242082415932872
agentic,2,corner80,wage,7,-0.000201210462886755,0.00603355181898845,0.242082415932872
agentic,2,corner80,wage,8,0.0113645534917279,0.00502312054768562,0.242082415932872
agentic,2,corner80,wage,9,0.0113996136173844,0.00412106600594744,0.242082415932872
agentic,2,prod,exp,-22,-0.0200546993843722,0.00748036358263196,0.844968435534547
agentic,2,prod,exp,-21,-0.0195365389793054,0.00805885345200621,0.844968435534547
agentic,2,prod,exp,-20,-0.0208413826365233,0.00767705470143387,0.844968435534547
agentic,2,prod,exp,-19,-0.0218931315569886,0.00752621636436172,0.844968435534547
agentic,2,prod,exp,-18,-0.0193877831870603,0.00677538839980428,0.844968435534547
agentic,2,prod,exp,-17,-0.0165099349593163,0.00658387356284128,0.844968435534547
agentic,2,prod,exp,-16,0.00145951051819935,0.0053268350600041,0.844968435534547
agentic,2,prod,exp,-15,-0.00714732246774171,0.0052410428871902,0.844968435534547
agentic,2,prod,exp,-14,-0.00742974594377714,0.0046554717539874,0.844968435534547
agentic,2,prod,exp,-13,-0.00612563032549262,0.00415426308841932,0.844968435534547
agentic,2,prod,exp,-12,-0.0148100693992981,0.00651889980292144,0.844968435534547
agentic,2,prod,exp,-11,-0.0207280247942086,0.00456646859484709,0.844968435534547
agentic,2,prod,exp,-10,-0.0156419689533881,0.00436566679400952,0.844968435534547
agentic,2,prod,exp,-9,-0.0143307163926774,0.00501170996179388,0.844968435534547
agentic,2,prod,exp,-8,-0.0137672311931954,0.00402615387435054,0.844968435534547
agentic,2,prod,exp,-7,-0.0132826309710156,0.00348171163628637,0.844968435534547
agentic,2,prod,exp,-6,-0.00974319932153251,0.00313871131951131,0.844968435534547
agentic,2,prod,exp,-5,-0.00540164000121312,0.00316965221273387,0.844968435534547
agentic,2,prod,exp,-4,0.00937580606877659,0.00301186139557329,0.844968435534547
agentic,2,prod,exp,-3,0.0043503720078697,0.00170769199924149,0.844968435534547
agentic,2,prod,exp,-2,0.00226502526366977,0.00132606715825125,0.844968435534547
agentic,2,prod,exp,-1,0,0,0.844968435534547
agentic,2,prod,exp,0,-0.00355600997252894,0.00222543055620245,0.844968435534547
agentic,2,prod,exp,1,-0.015391450731591,0.00398301242859378,0.844968435534547
agentic,2,prod,exp,2,-0.010880412069911,0.00447325085693358,0.844968435534547
agentic,2,prod,exp,3,-0.00829506391039699,0.00575385442080417,0.844968435534547
agentic,2,prod,exp,4,-0.00699845000226161,0.00438325101862144,0.844968435534547
agentic,2,prod,exp,5,-0.00919491983142875,0.0033035638376647,0.844968435534547
agentic,2,prod,exp,6,-0.0104206045240996,0.00339935993914022,0.844968435534547
agentic,2,prod,exp,7,-0.00923632797072323,0.00524175888683985,0.844968435534547
agentic,2,prod,exp,8,0.0109143114637489,0.00509200417820082,0.844968435534547
agentic,2,prod,exp,9,0.00486038045708631,0.0040936326343692,0.844968435534547
agentic,2,prod,int,-22,0.0122179300771619,0.00704209169928464,0.844968435534547
agentic,2,prod,int,-21,0.015112458103892,0.00759288567775593,0.844968435534547
agentic,2,prod,int,-20,0.0119980448715669,0.00593914248297335,0.844968435534547
agentic,2,prod,int,-19,0.0105803170135699,0.00574073171997769,0.844968435534547
agentic,2,prod,int,-18,0.00764497228757019,0.00511949899805463,0.844968435534547
agentic,2,prod,int,-17,0.0076822657493969,0.00509585821267759,0.844968435534547
agentic,2,prod,int,-16,0.00494551003406992,0.00562234979263275,0.844968435534547
agentic,2,prod,int,-15,0.00261213935146068,0.00435578341568428,0.844968435534547
agentic,2,prod,int,-14,0.00134380960505848,0.00389244713625209,0.844968435534547
agentic,2,prod,int,-13,0.00463271450514595,0.00342339153095525,0.844968435534547
agentic,2,prod,int,-12,0.0161870593943792,0.00766845565771896,0.844968435534547
agentic,2,prod,int,-11,0.00648104049404332,0.00432576618900978,0.844968435534547
agentic,2,prod,int,-10,0.0106840967379611,0.00457727200472198,0.844968435534547
agentic,2,prod,int,-9,0.0100125690074395,0.00528074302025678,0.844968435534547
agentic,2,prod,int,-8,0.00540871979936082,0.00429253464715661,0.844968435534547
agentic,2,prod,int,-7,0.00395454139916623,0.00300564412873004,0.844968435534547
agentic,2,prod,int,-6,0.000118190360478004,0.00252179424536701,0.844968435534547
agentic,2,prod,int,-5,0.000276819009994628,0.00327348452742553,0.844968435534547
agentic,2,prod,int,-4,-0.00107308266453724,0.00363710710618131,0.844968435534547
agentic,2,prod,int,-3,-0.00511405274095475,0.0017913619200517,0.844968435534547
agentic,2,prod,int,-2,-0.0024350399889057,0.00124667779695542,0.844968435534547
agentic,2,prod,int,-1,0,0,0.844968435534547
agentic,2,prod,int,0,0.00101714772465014,0.00200318303006471,0.844968435534547
agentic,2,prod,int,1,0.00362281913962393,0.00408963088495393,0.844968435534547
agentic,2,prod,int,2,0.00702335735262744,0.0046660603816948,0.844968435534547
agentic,2,prod,int,3,0.00612245792555911,0.00680733830756607,0.844968435534547
agentic,2,prod,int,4,0.00597232847894028,0.00467028069267965,0.844968435534547
agentic,2,prod,int,5,0.00433308100065287,0.00308427117381947,0.844968435534547
agentic,2,prod,int,6,0.00460753809021628,0.00330934879730273,0.844968435534547
agentic,2,prod,int,7,0.0115214281195381,0.00714661237878433,0.844968435534547
agentic,2,prod,int,8,0.00034408686866825,0.00455325319260044,0.844968435534547
agentic,2,prod,int,9,0.000173168715291562,0.00386168253429652,0.844968435534547
agentic,2,prod,wage,-22,-0.0252204196659156,0.00743306361407316,0.844968435534547
agentic,2,prod,wage,-21,-0.0141098091418165,0.00869655373757023,0.844968435534547
agentic,2,prod,wage,-20,-0.0189124901646701,0.00665124274813994,0.844968435534547
agentic,2,prod,wage,-19,-0.0151149379838375,0.00603403883244205,0.844968435534547
agentic,2,prod,wage,-18,-0.0148058053985768,0.00537628773215849,0.844968435534547
agentic,2,prod,wage,-17,-0.0170208858734619,0.00543637023988788,0.844968435534547
agentic,2,prod,wage,-16,-0.00305343851301868,0.00577540997083648,0.844968435534547
agentic,2,prod,wage,-15,-0.0021487790643627,0.00490776675594376,0.844968435534547
agentic,2,prod,wage,-14,-0.00224940996805701,0.00456204862457126,0.844968435534547
agentic,2,prod,wage,-13,-0.00834578227445038,0.0038341320170615,0.844968435534547
agentic,2,prod,wage,-12,-0.00785068897223845,0.00535899573102529,0.844968435534547
agentic,2,prod,wage,-11,-0.0240798327775344,0.00420148312295164,0.844968435534547
agentic,2,prod,wage,-10,-0.0162751419019804,0.00496650650892068,0.844968435534547
agentic,2,prod,wage,-9,-0.00354576383608137,0.006011234769994,0.844968435534547
agentic,2,prod,wage,-8,-0.0123137353859266,0.00518530244900049,0.844968435534547
agentic,2,prod,wage,-7,-0.00716537496082569,0.00339384890249556,0.844968435534547
agentic,2,prod,wage,-6,-0.00413201304818693,0.00242188255094557,0.844968435534547
agentic,2,prod,wage,-5,-0.00662905524861146,0.00293776388903151,0.844968435534547
agentic,2,prod,wage,-4,0.00666270547484296,0.00331063926072705,0.844968435534547
agentic,2,prod,wage,-3,0.00379890942185532,0.00174010082660781,0.844968435534547
agentic,2,prod,wage,-2,0.00248244211233044,0.00109615152456464,0.844968435534547
agentic,2,prod,wage,-1,0,0,0.844968435534547
agentic,2,prod,wage,0,-0.00142757783879877,0.00222843378799381,0.844968435534547
agentic,2,prod,wage,1,-0.0151767637328649,0.00463056925600078,0.844968435534547
agentic,2,prod,wage,2,-0.00754627016615219,0.00565580423901652,0.844968435534547
agentic,2,prod,wage,3,0.00504434302218716,0.00797706110620899,0.844968435534547
agentic,2,prod,wage,4,-0.00294075815904502,0.00545979363752303,0.844968435534547
agentic,2,prod,wage,5,-0.00169492549498547,0.00398058894931609,0.844968435534547
agentic,2,prod,wage,6,0.000804392270766424,0.00392423271882963,0.844968435534547
agentic,2,prod,wage,7,-0.000419940249300792,0.00561233308636078,0.844968435534547
agentic,2,prod,wage,8,0.01153057968678,0.00489742436461367,0.844968435534547
agentic,2,prod,wage,9,0.011470824461895,0.00398952325378099,0.844968435534547
agentic,2,rect0,exp,-22,-0.0245066888105869,0.00875636632819248,0.553915879485556
agentic,2,rect0,exp,-21,-0.0219379152693763,0.00944395827492674,0.553915879485556
agentic,2,rect0,exp,-20,-0.0239758466805931,0.00918294100359636,0.553915879485556
agentic,2,rect0,exp,-19,-0.0252010835665152,0.00907348920500523,0.553915879485556
agentic,2,rect0,exp,-18,-0.0220655332284081,0.00818788370844971,0.553915879485556
agentic,2,rect0,exp,-17,-0.0187403035587409,0.00792695971536179,0.553915879485556
agentic,2,rect0,exp,-16,0.0013029985990924,0.00622638588019908,0.553915879485556
agentic,2,rect0,exp,-15,-0.007640854746519,0.00616608229923822,0.553915879485556
agentic,2,rect0,exp,-14,-0.00720451893671512,0.00547184014311784,0.553915879485556
agentic,2,rect0,exp,-13,-0.00662291156688212,0.0048791862409125,0.553915879485556
agentic,2,rect0,exp,-12,-0.01753646032365,0.0073546556310313,0.553915879485556
agentic,2,rect0,exp,-11,-0.0249446519827133,0.00513453969348162,0.553915879485556
agentic,2,rect0,exp,-10,-0.020063963907236,0.0049232937634245,0.553915879485556
agentic,2,rect0,exp,-9,-0.0163035684686423,0.00562458654558796,0.553915879485556
agentic,2,rect0,exp,-8,-0.0140785450340095,0.00461349240904022,0.553915879485556
agentic,2,rect0,exp,-7,-0.0144131023288072,0.00408635091622833,0.553915879485556
agentic,2,rect0,exp,-6,-0.00969687814232198,0.00372030062371563,0.553915879485556
agentic,2,rect0,exp,-5,-0.00570955233512518,0.0038947521767047,0.553915879485556
agentic,2,rect0,exp,-4,0.0114825738358562,0.00332513315095883,0.553915879485556
agentic,2,rect0,exp,-3,0.00633449304839021,0.00196389303085143,0.553915879485556
agentic,2,rect0,exp,-2,0.00300597369874819,0.00154844317751385,0.553915879485556
agentic,2,rect0,exp,-1,0,0,0.553915879485556
agentic,2,rect0,exp,0,-0.00341950228248008,0.00267354340482652,0.553915879485556
agentic,2,rect0,exp,1,-0.0176755645601407,0.00450405660513087,0.553915879485556
agentic,2,rect0,exp,2,-0.0140639149948404,0.00490885510622285,0.553915879485556
agentic,2,rect0,exp,3,-0.00843463741108071,0.00607484424142788,0.553915879485556
agentic,2,rect0,exp,4,-0.00827391746039871,0.00488018021928272,0.553915879485556
agentic,2,rect0,exp,5,-0.0102776495953819,0.0038666760431174,0.553915879485556
agentic,2,rect0,exp,6,-0.0117324434958017,0.00404118396049083,0.553915879485556
agentic,2,rect0,exp,7,-0.0112809906451481,0.00588671262479728,0.553915879485556
agentic,2,rect0,exp,8,0.011877838259197,0.00605046879605468,0.553915879485556
agentic,2,rect0,exp,9,0.00537724399775313,0.00485573526148137,0.553915879485556
agentic,2,rect0,int,-22,0.0212066427909584,0.0123260918873054,0.553915879485556
agentic,2,rect0,int,-21,0.0141845335961274,0.0123275828031606,0.553915879485556
agentic,2,rect0,int,-20,0.0160258623738006,0.0116721099455181,0.553915879485556
agentic,2,rect0,int,-19,0.0162962212761735,0.011388381420689,0.553915879485556
agentic,2,rect0,int,-18,0.0129191053515227,0.0104299819088338,0.553915879485556
agentic,2,rect0,int,-17,0.0111748334188507,0.0101146731756197,0.553915879485556
agentic,2,rect0,int,-16,0.00227705942681904,0.00934669871353534,0.553915879485556
agentic,2,rect0,int,-15,0.00278383009986151,0.00840568466112461,0.553915879485556
agentic,2,rect0,int,-14,-0.000423163522559888,0.00760970011719553,0.553915879485556
agentic,2,rect0,int,-13,0.00347262601737637,0.00697880936468773,0.553915879485556
agentic,2,rect0,int,-12,0.0158866931439028,0.00734378569623166,0.553915879485556
agentic,2,rect0,int,-11,0.0186313286764183,0.00757336533652065,0.553915879485556
agentic,2,rect0,int,-10,0.0206329362255555,0.0077353797753569,0.553915879485556
agentic,2,rect0,int,-9,0.0109819471649468,0.00719530035767911,0.553915879485556
agentic,2,rect0,int,-8,0.00297916003362143,0.00842000763492551,0.553915879485556
agentic,2,rect0,int,-7,0.00570530447315261,0.00520576418849212,0.553915879485556
agentic,2,rect0,int,-6,-0.000135196944741178,0.00432748911497611,0.553915879485556
agentic,2,rect0,int,-5,0.0013199278369921,0.00507062569237414,0.553915879485556
agentic,2,rect0,int,-4,-0.00846605197176926,0.00424906624951703,0.553915879485556
agentic,2,rect0,int,-3,-0.00941810365955276,0.0025335365509742,0.553915879485556
agentic,2,rect0,int,-2,-0.00369959293863735,0.00187148612944183,0.553915879485556
agentic,2,rect0,int,-1,0,0,0.553915879485556
agentic,2,rect0,int,0,-0.000183431178423288,0.00370998824788486,0.553915879485556
agentic,2,rect0,int,1,0.0101328151033114,0.006041237918988,0.553915879485556
agentic,2,rect0,int,2,0.0146525135022275,0.00677717071626752,0.553915879485556
agentic,2,rect0,int,3,0.00263686354029685,0.00778116920856876,0.553915879485556
agentic,2,rect0,int,4,0.00693123045143626,0.00645452038800081,0.553915879485556
agentic,2,rect0,int,5,0.00563618308026104,0.00575164340911935,0.553915879485556
agentic,2,rect0,int,6,0.00660858740531346,0.00623518208279127,0.553915879485556
agentic,2,rect0,int,7,0.0117878052308158,0.00717372655273305,0.553915879485556
agentic,2,rect0,int,8,-0.00359488716195679,0.00805037191784496,0.553915879485556
agentic,2,rect0,int,9,-0.0019756889416099,0.00731692323941465,0.553915879485556
agentic,2,rect0,wage,-22,-0.0303466427403555,0.00836082889977522,0.553915879485556
agentic,2,rect0,wage,-21,-0.017213109133743,0.00956628195087018,0.553915879485556
agentic,2,rect0,wage,-20,-0.0226560561659029,0.00743600689595914,0.553915879485556
agentic,2,rect0,wage,-19,-0.0189983299123024,0.00679916682725117,0.553915879485556
agentic,2,rect0,wage,-18,-0.0179073934051503,0.00612285182897018,0.553915879485556
agentic,2,rect0,wage,-17,-0.019647421818094,0.00617160750883158,0.553915879485556
agentic,2,rect0,wage,-16,-0.00339055954632876,0.00669921262020487,0.553915879485556
agentic,2,rect0,wage,-15,-0.00275428328809448,0.00578597151671887,0.553915879485556
agentic,2,rect0,wage,-14,-0.00204797921885954,0.00540355360307758,0.553915879485556
agentic,2,rect0,wage,-13,-0.00903171818237984,0.00453116853260568,0.553915879485556
agentic,2,rect0,wage,-12,-0.0113444612773958,0.00560523373857927,0.553915879485556
agentic,2,rect0,wage,-11,-0.0287709126157877,0.00483608915440022,0.553915879485556
agentic,2,rect0,wage,-10,-0.0213192353006128,0.00565476086644755,0.553915879485556
agentic,2,rect0,wage,-9,-0.00600836108701093,0.00660333698223557,0.553915879485556
agentic,2,rect0,wage,-8,-0.01282961152653,0.00566825794680475,0.553915879485556
agentic,2,rect0,wage,-7,-0.00849207051287581,0.00381522369806192,0.553915879485556
agentic,2,rect0,wage,-6,-0.00407040338147279,0.00273823993516648,0.553915879485556
agentic,2,rect0,wage,-5,-0.00696525748047973,0.00354905334471408,0.553915879485556
agentic,2,rect0,wage,-4,0.00891561870044049,0.00362841655974963,0.553915879485556
agentic,2,rect0,wage,-3,0.00607091670711127,0.0020278605069556,0.553915879485556
agentic,2,rect0,wage,-2,0.00335012866619009,0.00129160044914371,0.553915879485556
agentic,2,rect0,wage,-1,0,0,0.553915879485556
agentic,2,rect0,wage,0,-0.00131393490107017,0.00239802804008329,0.553915879485556
agentic,2,rect0,wage,1,-0.0177169111859496,0.00512189057068763,0.553915879485556
agentic,2,rect0,wage,2,-0.0111515600054369,0.00626491457216825,0.553915879485556
agentic,2,rect0,wage,3,0.00466555184178161,0.00890796606336465,0.553915879485556
agentic,2,rect0,wage,4,-0.00449818059294707,0.00611017749201809,0.553915879485556
agentic,2,rect0,wage,5,-0.00298566946313704,0.00449479581613434,0.553915879485556
agentic,2,rect0,wage,6,-0.000736415802983035,0.00439498865613602,0.553915879485556
agentic,2,rect0,wage,7,-0.00301389399109207,0.00625068955729406,0.553915879485556
agentic,2,rect0,wage,8,0.0125296132567075,0.00504267304076471,0.553915879485556
agentic,2,rect0,wage,9,0.0120199465915221,0.00424606537941221,0.553915879485556
agentic,2,rect1,exp,-22,-0.019964021190707,0.00766462718641373,0.032237634415021
agentic,2,rect1,exp,-21,-0.0185854309598117,0.00820769881617702,0.032237634415021
agentic,2,rect1,exp,-20,-0.0206224947381948,0.00795707893625394,0.032237634415021
agentic,2,rect1,exp,-19,-0.0221063832831862,0.00784969253430641,0.032237634415021
agentic,2,rect1,exp,-18,-0.0198303511057482,0.00710003495480966,0.032237634415021
agentic,2,rect1,exp,-17,-0.0163915525491225,0.00685852611959449,0.032237634415021
agentic,2,rect1,exp,-16,0.00160462316004602,0.00549444875069049,0.032237634415021
agentic,2,rect1,exp,-15,-0.00748277471703331,0.00554549560480492,0.032237634415021
agentic,2,rect1,exp,-14,-0.007391244586297,0.00494767433081594,0.032237634415021
agentic,2,rect1,exp,-13,-0.00579237438864856,0.00440496761392332,0.032237634415021
agentic,2,rect1,exp,-12,-0.0143192515045627,0.00663814985465471,0.032237634415021
agentic,2,rect1,exp,-11,-0.021914402373803,0.00461201928770248,0.032237634415021
agentic,2,rect1,exp,-10,-0.0161597442481939,0.00435668987360024,0.032237634415021
agentic,2,rect1,exp,-9,-0.0139858746065405,0.0050521692759348,0.032237634415021
agentic,2,rect1,exp,-8,-0.0133853645721411,0.00416991294088057,0.032237634415021
agentic,2,rect1,exp,-7,-0.0129143693520642,0.00358536992108845,0.032237634415021
agentic,2,rect1,exp,-6,-0.00937763509430654,0.00330341527390142,0.032237634415021
agentic,2,rect1,exp,-5,-0.00504622537313513,0.00329961800806706,0.032237634415021
agentic,2,rect1,exp,-4,0.0101775614766529,0.00301810175078784,0.032237634415021
agentic,2,rect1,exp,-3,0.00445285501577243,0.00185611365061852,0.032237634415021
agentic,2,rect1,exp,-2,0.00239020896633633,0.00140325494221268,0.032237634415021
agentic,2,rect1,exp,-1,0,0,0.032237634415021
agentic,2,rect1,exp,0,-0.00353115337109511,0.00239512011443729,0.032237634415021
agentic,2,rect1,exp,1,-0.016297479104406,0.00418588766705182,0.032237634415021
agentic,2,rect1,exp,2,-0.0119941365511824,0.00469664219729269,0.032237634415021
agentic,2,rect1,exp,3,-0.00835673875900732,0.00582772135277632,0.032237634415021
agentic,2,rect1,exp,4,-0.00725868615446214,0.0046261468138448,0.032237634415021
agentic,2,rect1,exp,5,-0.00962448222972902,0.00362032625450277,0.032237634415021
agentic,2,rect1,exp,6,-0.0112711337068394,0.00372930236021057,0.032237634415021
agentic,2,rect1,exp,7,-0.00973370715935436,0.0054014605550951,0.032237634415021
agentic,2,rect1,exp,8,0.0100648731725056,0.00528815026790953,0.032237634415021
agentic,2,rect1,exp,9,0.00387693798290991,0.00428255079466673,0.032237634415021
agentic,2,rect1,int,-22,0.0615231478336664,0.0933383802294743,0.032237634415021
agentic,2,rect1,int,-21,0.0203029661796514,0.0847766374428835,0.032237634415021
agentic,2,rect1,int,-20,0.0530113398949287,0.08360801319621,0.032237634415021
agentic,2,rect1,int,-19,0.0766809834482839,0.0852455710028293,0.032237634415021
agentic,2,rect1,int,-18,0.0762696484985022,0.0795706649623089,0.032237634415021
agentic,2,rect1,int,-17,0.0365712444734728,0.0739080548213385,0.032237634415021
agentic,2,rect1,int,-16,0.0199770431209932,0.0803891029405063,0.032237634415021
agentic,2,rect1,int,-15,0.0389619071410699,0.0653531389131714,0.032237634415021
agentic,2,rect1,int,-14,0.00547522485890134,0.0543254279069117,0.032237634415021
agentic,2,rect1,int,-13,0.00484366667520048,0.0559125595753893,0.032237634415021
agentic,2,rect1,int,-12,0.0617576139762346,0.0521260482041071,0.032237634415021
agentic,2,rect1,int,-11,0.122502845177491,0.0648258278666113,0.032237634415021
agentic,2,rect1,int,-10,0.0980661670393775,0.0585792436038903,0.032237634415021
agentic,2,rect1,int,-9,0.0363659847534966,0.0417826069162909,0.032237634415021
agentic,2,rect1,int,-8,0.00550234850698223,0.0472096203526942,0.032237634415021
agentic,2,rect1,int,-7,-0.00189210977605014,0.030979742913897,0.032237634415021
agentic,2,rect1,int,-6,-0.0245959021472822,0.0254052686169745,0.032237634415021
agentic,2,rect1,int,-5,-0.0222393684385181,0.0274331719055023,0.032237634415021
agentic,2,rect1,int,-4,-0.0618807781389485,0.0303077311813528,0.032237634415021
agentic,2,rect1,int,-3,-0.0389575828960874,0.0157759067606977,0.032237634415021
agentic,2,rect1,int,-2,-0.0238323282207309,0.0110909732320903,0.032237634415021
agentic,2,rect1,int,-1,0,0,0.032237634415021
agentic,2,rect1,int,0,0.00449863870465217,0.0250496818060929,0.032237634415021
agentic,2,rect1,int,1,0.0862541635330468,0.0344186343992839,0.032237634415021
agentic,2,rect1,int,2,0.118928836427732,0.042753612622789,0.032237634415021
agentic,2,rect1,int,3,0.0414223756120042,0.0522408142722126,0.032237634415021
agentic,2,rect1,int,4,0.0539169060198471,0.0463382246764946,0.032237634415021
agentic,2,rect1,int,5,0.0557569151272062,0.0437375537308311,0.032237634415021
agentic,2,rect1,int,6,0.0861489172971522,0.049013089585234,0.032237634415021
agentic,2,rect1,int,7,0.103862780628504,0.0540170322934318,0.032237634415021
agentic,2,rect1,int,8,0.0572211955764507,0.0536501922553317,0.032237634415021
agentic,2,rect1,int,9,0.0651995660801509,0.0521119164362844,0.032237634415021
agentic,2,rect1,wage,-22,-0.0248523775038792,0.00703393199052884,0.032237634415021
agentic,2,rect1,wage,-21,-0.0134401334486494,0.00847337087249533,0.032237634415021
agentic,2,rect1,wage,-20,-0.0185234391021344,0.00650180638324742,0.032237634415021
agentic,2,rect1,wage,-19,-0.014889742215736,0.00588113003171778,0.032237634415021
agentic,2,rect1,wage,-18,-0.0147053203784675,0.00531935552165102,0.032237634415021
agentic,2,rect1,wage,-17,-0.0167519877377783,0.00539567404839024,0.032237634415021
agentic,2,rect1,wage,-16,-0.00284961543234994,0.00572524172699607,0.032237634415021
agentic,2,rect1,wage,-15,-0.00214670965101078,0.00488327188639875,0.032237634415021
agentic,2,rect1,wage,-14,-0.00217708952224077,0.00453682861212275,0.032237634415021
agentic,2,rect1,wage,-13,-0.00809544789188464,0.00382786682418556,0.032237634415021
agentic,2,rect1,wage,-12,-0.00726896278068524,0.00572828065355298,0.032237634415021
agentic,2,rect1,wage,-11,-0.0242250376090848,0.00398168584907238,0.032237634415021
agentic,2,rect1,wage,-10,-0.0161132556164957,0.00467165579800591,0.032237634415021
agentic,2,rect1,wage,-9,-0.0031600176097487,0.00588243035453466,0.032237634415021
agentic,2,rect1,wage,-8,-0.012025940230744,0.00511643890284539,0.032237634415021
agentic,2,rect1,wage,-7,-0.00692017390854179,0.0033185026574639,0.032237634415021
agentic,2,rect1,wage,-6,-0.00399510058667071,0.00238841790201524,0.032237634415021
agentic,2,rect1,wage,-5,-0.00650541116362717,0.00288605423076847,0.032237634415021
agentic,2,rect1,wage,-4,0.00682222524612935,0.0033662942685826,0.032237634415021
agentic,2,rect1,wage,-3,0.00363706571050848,0.00181537815022553,0.032237634415021
agentic,2,rect1,wage,-2,0.00242958633397273,0.00110463281699587,0.032237634415021
agentic,2,rect1,wage,-1,0,0,0.032237634415021
agentic,2,rect1,wage,0,-0.00137836522342774,0.00223391383120129,0.032237634415021
agentic,2,rect1,wage,1,-0.0153067578692011,0.00457826216162028,0.032237634415021
agentic,2,rect1,wage,2,-0.00764211604349391,0.00557842521379323,0.032237634415021
agentic,2,rect1,wage,3,0.00522271404037486,0.00806307095140075,0.032237634415021
agentic,2,rect1,wage,4,-0.00282087539906856,0.00550949264862328,0.032237634415021
agentic,2,rect1,wage,5,-0.00166856734868291,0.00399382254829454,0.032237634415021
